empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,Risk,color_risk
5741,0.59,0.39,4,190,5,0,0,0,sales,2,152,0.661016949,0
5742,0.64,0.86,5,222,3,0,0,0,sales,2,370,1.34375,0
5743,0.95,0.68,5,225,3,0,0,0,sales,2,375,0.715789474,0
5744,0.75,0.69,3,274,2,0,0,0,sales,2,411,0.92,0
5745,0.44,0.38,3,197,2,0,0,0,sales,2,295,0.863636364,0
5746,0.55,0.6,4,176,3,0,0,0,sales,2,234,1.090909091,0
5747,0.6,0.81,3,226,2,0,0,0,sales,2,339,1.35,0
5748,0.84,0.58,5,186,2,0,0,0,sales,2,465,0.69047619,0
5749,0.49,0.65,3,226,3,0,0,0,sales,2,226,1.326530612,0
5750,0.75,0.71,4,209,3,0,0,0,sales,2,278,0.946666667,0
5751,0.35,0.81,5,182,5,0,0,0,sales,0,182,2.314285714,0
5752,0.68,0.78,3,232,3,0,0,0,sales,1,232,1.147058824,0
5753,0.52,0.53,2,286,3,0,0,0,sales,2,190,1.019230769,0
5754,0.78,0.57,3,177,3,0,0,0,accounting,2,177,0.730769231,0
5755,0.44,0.92,6,268,4,1,0,0,accounting,2,402,2.090909091,5
5756,0.18,0.86,5,267,4,0,0,0,accounting,2,333,4.777777778,5
5757,0.37,0.52,4,211,4,0,0,0,hr,1,211,1.405405405,0
5758,0.71,0.76,3,246,3,0,0,0,hr,1,246,1.070422535,0
5759,0.55,0.83,5,220,3,0,0,0,hr,1,366,1.509090909,5
5760,0.98,0.78,3,197,2,0,0,0,hr,1,295,0.795918367,0
5761,0.88,0.53,3,188,3,0,0,0,technical,1,188,0.602272727,0
5762,0.79,0.9,5,212,5,0,0,0,technical,1,212,1.139240506,0
5763,0.96,0.66,3,230,3,0,0,0,technical,1,230,0.6875,0
5764,0.3,0.55,6,178,2,0,0,0,technical,1,534,1.833333333,5
5765,0.59,0.9,4,226,2,0,0,0,technical,1,452,1.525423729,5
5766,0.72,0.55,4,202,3,0,0,0,technical,1,269,0.763888889,0
5767,0.59,0.87,4,191,2,0,0,0,technical,1,382,1.474576271,5
5768,0.93,0.68,2,150,3,0,0,0,technical,1,100,0.731182796,0
5769,0.49,0.86,5,235,5,0,0,0,technical,1,235,1.755102041,0
5770,0.73,0.95,3,258,3,0,0,0,technical,1,258,1.301369863,0
5771,0.53,0.6,5,247,3,0,0,0,technical,1,411,1.132075472,0
5772,0.77,0.83,6,271,3,0,0,0,support,1,542,1.077922078,0
5773,0.45,0.62,6,129,5,0,0,0,support,1,154,1.377777778,0
5774,0.95,0.78,5,246,3,0,0,0,support,1,410,0.821052632,0
5775,0.86,0.69,5,157,4,0,0,0,support,1,196,0.802325581,0
5776,0.59,0.58,4,233,4,0,0,0,support,1,233,0.983050847,0
5777,0.95,0.63,4,153,3,0,0,0,support,1,204,0.663157895,0
5778,0.7,0.92,4,142,2,1,0,0,support,2,284,1.314285714,0
5779,0.56,0.64,5,241,3,1,0,0,support,2,401,1.142857143,0
5780,0.5,0.92,3,186,2,0,0,0,support,2,279,1.84,0
5781,0.76,0.92,4,154,3,0,0,0,support,2,205,1.210526316,0
5782,0.85,0.77,5,263,3,0,0,0,support,2,438,0.905882353,0
5783,0.98,1,5,150,3,0,0,0,technical,2,250,1.020408163,0
5784,0.65,0.4,2,277,2,0,0,0,technical,2,277,0.615384615,0
5785,0.44,0.97,4,240,5,1,0,0,technical,2,192,2.204545455,0
5786,0.55,0.97,3,222,2,0,0,0,management,2,333,1.763636364,5
5787,0.16,0.8,4,140,5,1,0,0,IT,2,112,5,0
5788,0.16,0.9,6,213,2,0,0,0,IT,2,639,5.625,5
5789,0.75,1,4,272,4,1,0,0,IT,2,272,1.333333333,0
5790,0.59,0.57,4,261,2,0,0,0,IT,0,522,0.966101695,0
5791,0.48,0.87,3,236,2,0,0,0,IT,1,354,1.8125,5
5792,0.18,0.68,6,154,5,0,0,0,product_mng,2,184,3.777777778,0
5793,0.8,0.72,3,271,2,0,0,0,product_mng,2,406,0.9,0
5794,0.8,0.88,3,154,2,0,0,0,product_mng,2,231,1.1,0
5795,0.15,0.52,4,207,4,0,0,0,product_mng,2,207,3.466666667,0
5796,0.62,0.86,4,181,2,0,0,0,IT,1,362,1.387096774,0
5797,0.21,0.99,6,165,4,1,0,0,RandD,1,247,4.714285714,0
5798,0.9,0.82,3,203,2,0,0,0,RandD,1,304,0.911111111,0
5799,0.51,1,4,197,2,0,0,0,RandD,1,394,1.960784314,5
5800,0.99,0.9,4,177,3,0,0,0,RandD,1,236,0.909090909,0
5801,0.71,0.49,4,273,2,1,0,0,RandD,1,546,0.690140845,0
5802,0.89,0.93,4,141,2,0,0,0,marketing,1,282,1.04494382,0
5803,0.74,0.67,4,158,3,0,0,0,sales,1,210,0.905405405,0
5804,0.84,0.85,3,243,2,0,0,0,accounting,1,364,1.011904762,0
5805,0.4,0.64,3,188,3,0,0,0,support,1,188,1.6,0
5806,1,0.71,4,216,2,0,0,0,technical,1,432,0.71,0
5807,0.48,0.51,5,286,3,0,0,0,management,1,476,1.0625,0
5808,0.99,0.6,3,262,2,0,0,0,marketing,1,393,0.606060606,0
5809,0.73,0.81,5,173,3,0,0,0,marketing,1,288,1.109589041,0
5810,0.84,0.91,3,247,4,0,0,0,marketing,1,185,1.083333333,0
5811,0.55,0.7,3,237,4,0,0,0,sales,1,177,1.272727273,0
5812,0.44,0.99,5,119,2,0,0,0,sales,1,297,2.25,0
5813,0.95,0.67,4,227,3,0,0,0,sales,1,302,0.705263158,0
5814,0.76,0.65,4,195,3,0,0,0,sales,1,260,0.855263158,0
5815,0.94,0.7,6,217,5,0,0,0,sales,1,260,0.744680851,0
5816,0.85,0.5,4,267,3,0,0,0,sales,1,356,0.588235294,0
5817,0.57,0.62,3,154,2,0,0,0,sales,2,231,1.087719298,0
5818,0.67,0.49,5,161,2,0,0,0,sales,2,402,0.731343284,0
5819,0.7,0.67,3,179,3,1,0,0,sales,2,179,0.957142857,0
5820,0.67,0.55,4,214,3,1,0,0,sales,2,285,0.820895522,0
5821,0.72,0.84,3,167,3,0,0,0,sales,2,167,1.166666667,0
5822,0.71,0.53,6,203,3,0,0,0,sales,2,406,0.746478873,0
5823,0.51,0.8,4,231,3,0,0,0,sales,2,308,1.568627451,0
5824,0.98,0.65,4,263,2,1,0,0,sales,2,526,0.663265306,0
5825,0.52,0.83,2,227,4,0,0,0,sales,2,113,1.596153846,0
5826,0.21,0.9,4,235,4,0,0,0,sales,2,235,4.285714286,0
5827,0.43,0.93,6,127,3,1,0,0,sales,2,254,2.162790698,0
5828,0.91,0.62,4,158,3,1,0,0,sales,2,210,0.681318681,0
5829,0.74,0.85,4,105,5,0,0,0,sales,0,84,1.148648649,0
5830,0.34,0.81,3,257,5,0,0,0,accounting,1,154,2.382352941,0
5831,0.28,0.46,4,260,2,0,0,0,accounting,2,520,1.642857143,5
5832,0.7,0.79,6,145,3,0,0,0,accounting,2,290,1.128571429,0
5833,0.53,0.59,2,201,3,1,0,0,hr,2,134,1.113207547,0
5834,0.97,0.51,4,241,4,0,0,0,hr,2,241,0.525773196,0
5835,0.96,0.59,3,214,2,0,0,0,hr,1,321,0.614583333,0
5836,0.74,0.53,4,166,3,0,0,0,hr,1,221,0.716216216,0
5837,0.79,0.86,4,173,4,0,0,0,technical,1,173,1.088607595,0
5838,0.61,0.47,4,181,5,0,0,0,technical,1,144,0.770491803,0
5839,0.36,0.4,4,114,4,1,0,0,technical,1,114,1.111111111,0
5840,0.15,0.91,5,267,4,0,0,0,technical,1,333,6.066666667,5
5841,0.61,0.5,4,216,2,0,0,0,technical,1,432,0.819672131,0
5842,0.59,0.94,4,265,3,0,0,0,technical,1,353,1.593220339,5
5843,0.58,0.77,5,272,2,1,0,0,technical,1,680,1.327586207,0
5844,0.49,0.92,4,229,2,0,0,0,technical,1,458,1.87755102,5
5845,0.92,0.96,5,174,3,1,0,0,technical,1,290,1.043478261,0
5846,0.72,0.92,3,264,3,0,0,0,technical,1,264,1.277777778,0
5847,0.77,0.85,5,221,5,0,0,0,technical,1,221,1.103896104,0
5848,0.6,0.57,3,202,3,0,0,0,support,1,202,0.95,0
5849,0.21,0.4,3,262,3,0,0,0,support,1,262,1.904761905,0
5850,0.83,0.75,3,150,3,0,0,0,support,1,150,0.903614458,0
5851,0.71,0.95,3,251,3,0,0,0,support,1,251,1.338028169,0
5852,0.94,0.46,2,230,2,1,0,0,support,1,230,0.489361702,0
5853,0.59,0.99,3,185,2,0,0,0,support,2,277,1.677966102,0
5854,0.59,0.59,4,216,2,1,0,0,support,2,432,1,0
5855,0.99,0.68,3,181,3,1,0,0,support,2,181,0.686868687,0
5856,0.64,0.7,5,140,4,0,0,0,support,2,175,1.09375,0
5857,0.54,0.5,4,160,3,0,0,0,support,2,213,0.925925926,0
5858,0.78,0.63,3,192,2,0,0,0,support,2,288,0.807692308,0
5859,0.7,0.79,6,257,4,0,0,0,technical,2,385,1.128571429,0
5860,0.9,0.62,5,236,6,0,0,0,technical,2,196,0.688888889,0
5861,0.14,0.74,6,160,5,0,0,0,technical,2,192,5.285714286,0
5862,0.33,0.69,3,125,3,0,0,0,management,2,125,2.090909091,0
5863,0.73,0.53,4,139,2,0,0,0,IT,2,278,0.726027397,0
5864,0.8,0.87,4,217,3,0,0,0,IT,2,289,1.0875,0
5865,0.17,0.91,6,246,5,0,0,0,IT,0,295,5.352941176,0
5866,0.34,0.91,4,284,4,0,0,0,IT,1,284,2.676470588,0
5867,0.61,0.9,3,263,3,0,0,0,IT,2,263,1.475409836,0
5868,0.18,0.95,4,241,6,0,0,0,product_mng,2,160,5.277777778,0
5869,0.72,0.94,3,258,3,0,0,0,product_mng,2,258,1.305555556,0
5870,0.32,0.79,4,136,3,0,0,0,product_mng,2,181,2.46875,0
5871,0.85,0.81,2,223,3,1,0,0,product_mng,1,148,0.952941176,0
5872,0.85,0.74,5,170,4,0,0,0,IT,1,212,0.870588235,0
5873,0.8,0.81,4,194,3,1,0,0,RandD,1,258,1.0125,0
5874,0.36,0.82,4,218,5,0,0,0,RandD,1,174,2.277777778,0
5875,0.8,0.99,6,178,5,0,0,0,RandD,1,213,1.2375,0
5876,0.55,0.9,3,181,3,1,0,0,RandD,1,181,1.636363636,0
5877,0.69,0.56,3,183,4,1,0,0,RandD,1,137,0.811594203,0
5878,0.71,0.61,2,198,2,1,0,0,marketing,1,198,0.85915493,0
5879,0.74,0.56,3,203,3,0,0,0,sales,1,203,0.756756757,0
5880,0.76,0.89,5,204,3,0,0,0,accounting,1,340,1.171052632,0
5881,0.81,0.62,3,257,3,0,0,0,support,1,257,0.765432099,0
5882,0.59,1,4,169,2,0,0,0,technical,1,338,1.694915254,5
5883,0.97,0.69,4,203,2,0,0,0,management,1,406,0.711340206,0
5884,0.98,0.74,4,260,2,1,0,0,marketing,1,520,0.755102041,0
5885,0.96,0.87,5,202,2,0,0,0,marketing,1,505,0.90625,0
5886,0.82,0.63,4,199,2,0,0,0,marketing,1,398,0.768292683,0
5887,0.97,0.93,2,270,4,0,0,0,sales,1,135,0.958762887,0
5888,0.74,0.51,5,258,2,0,0,0,sales,1,645,0.689189189,0
5889,0.14,0.52,4,108,6,0,0,0,sales,1,72,3.714285714,0
5890,0.3,0.67,3,232,3,0,0,0,sales,1,232,2.233333333,0
5891,0.74,0.89,4,149,2,0,0,0,sales,1,298,1.202702703,0
5892,0.85,0.48,4,214,3,0,0,0,sales,2,285,0.564705882,0
5893,0.69,0.65,4,136,2,0,0,0,sales,2,272,0.942028986,0
5894,0.6,0.95,4,164,4,0,0,0,sales,2,164,1.583333333,0
5895,0.53,0.85,3,236,6,0,0,0,sales,2,118,1.603773585,0
5896,0.94,0.88,3,270,3,0,0,0,sales,2,270,0.936170213,0
5897,0.57,0.63,5,156,4,0,0,0,sales,2,195,1.105263158,0
5898,0.2,0.73,3,250,5,0,0,0,sales,2,150,3.65,0
5899,0.82,0.92,4,196,3,0,0,0,sales,2,261,1.12195122,0
5900,0.62,0.92,5,169,2,0,0,0,sales,2,422,1.483870968,5
5901,0.88,0.59,2,144,3,0,0,0,sales,2,96,0.670454545,0
5902,0.82,0.62,4,160,3,0,0,0,sales,2,213,0.756097561,0
5903,0.62,0.91,3,142,6,1,0,0,sales,2,71,1.467741935,0
5904,0.74,0.48,5,165,2,0,0,0,sales,0,412,0.648648649,0
5905,0.91,0.66,4,163,3,0,0,0,sales,1,217,0.725274725,0
5906,0.7,0.96,3,263,3,0,0,0,accounting,2,263,1.371428571,0
5907,0.84,0.9,3,178,2,0,0,0,accounting,2,267,1.071428571,0
5908,0.35,0.57,3,109,3,0,0,0,accounting,2,109,1.628571429,0
5909,0.28,0.83,4,206,5,0,0,0,hr,2,164,2.964285714,0
5910,0.37,0.37,3,168,3,0,0,0,hr,1,168,1,0
5911,0.75,0.5,4,155,2,1,0,0,hr,1,310,0.666666667,0
5912,0.34,0.6,4,154,2,0,0,0,hr,1,308,1.764705882,0
5913,0.55,0.5,4,179,3,0,0,0,technical,1,238,0.909090909,0
5914,0.97,0.92,3,168,3,0,0,0,technical,1,168,0.948453608,0
5915,0.91,0.57,3,158,3,0,0,0,technical,1,158,0.626373626,0
5916,0.48,0.63,3,180,2,1,0,0,technical,1,270,1.3125,0
5917,0.53,0.71,4,227,3,0,0,0,technical,1,302,1.339622642,0
5918,0.84,0.67,3,139,2,0,0,0,technical,1,208,0.797619048,0
5919,0.31,0.69,3,120,3,0,0,0,technical,1,120,2.225806452,0
5920,0.81,0.62,4,255,4,1,0,0,technical,1,255,0.765432099,0
5921,0.78,0.95,5,273,2,0,0,0,technical,1,682,1.217948718,0
5922,0.64,0.68,3,272,3,0,0,0,technical,1,272,1.0625,0
5923,0.41,0.77,4,231,6,0,0,0,technical,1,154,1.87804878,0
5924,0.74,0.81,5,281,3,1,0,0,support,1,468,1.094594595,0
5925,0.89,0.86,3,208,3,0,0,0,support,1,208,0.966292135,0
5926,0.26,0.43,4,215,4,1,0,0,support,1,215,1.653846154,0
5927,0.72,0.39,5,111,5,0,0,0,support,1,111,0.541666667,0
5928,0.84,0.74,2,168,3,0,0,0,support,1,112,0.880952381,0
5929,0.52,0.8,2,144,4,0,0,0,support,1,72,1.538461538,0
5930,0.65,0.95,3,266,3,1,0,0,support,1,266,1.461538462,0
5931,0.66,0.56,3,169,2,1,0,0,support,2,253,0.848484848,0
5932,0.86,0.63,4,162,2,0,0,0,support,2,324,0.73255814,0
5933,0.91,0.9,3,243,3,0,0,0,support,2,243,0.989010989,0
5934,0.84,0.6,3,186,3,1,0,0,support,2,186,0.714285714,0
5935,0.87,0.57,4,231,4,0,0,0,technical,2,231,0.655172414,0
5936,0.57,0.54,4,167,3,0,0,0,technical,2,222,0.947368421,0
5937,0.68,0.5,3,139,3,0,0,0,technical,2,139,0.735294118,0
5938,1,0.59,5,182,3,1,0,0,management,2,303,0.59,0
5939,0.86,0.74,4,261,2,0,0,0,IT,2,522,0.860465116,0
5940,0.7,0.99,4,248,3,0,0,0,IT,2,330,1.414285714,0
5941,0.28,0.7,2,164,4,0,0,0,IT,2,82,2.5,0
5942,0.84,0.9,3,230,3,0,0,0,IT,2,230,1.071428571,0
5943,0.68,0.92,3,226,2,0,0,0,IT,0,339,1.352941176,0
5944,0.45,0.6,2,98,3,0,0,0,product_mng,1,65,1.333333333,0
5945,0.37,0.74,5,117,3,0,0,0,product_mng,2,195,2,0
5946,0.98,0.84,4,200,2,0,0,0,product_mng,2,400,0.857142857,0
5947,0.67,0.57,3,206,3,1,0,0,product_mng,2,206,0.850746269,0
5948,0.74,0.83,4,142,3,0,0,0,IT,2,189,1.121621622,0
5949,0.48,0.46,2,174,3,0,0,0,RandD,1,116,0.958333333,0
5950,0.22,0.63,5,284,6,0,0,0,RandD,1,236,2.863636364,0
5951,0.14,0.79,5,163,6,0,0,0,RandD,1,135,5.642857143,0
5952,0.93,0.92,5,189,2,0,0,0,RandD,1,472,0.989247312,0
5953,0.83,0.54,4,189,4,0,0,0,RandD,1,189,0.65060241,0
5954,0.94,0.79,3,256,3,0,0,0,marketing,1,256,0.840425532,0
5955,0.7,0.98,3,215,2,0,0,0,sales,1,322,1.4,0
5956,0.74,0.86,4,221,2,1,0,0,accounting,1,442,1.162162162,0
5957,0.83,0.85,4,263,3,0,0,0,support,2,350,1.024096386,0
5958,0.97,0.61,3,208,3,0,0,0,technical,2,208,0.628865979,0
5959,0.61,0.71,3,216,4,0,0,0,management,2,162,1.163934426,0
5960,0.77,0.71,2,242,2,0,0,0,marketing,2,242,0.922077922,0
5961,0.66,0.73,2,135,6,0,0,0,marketing,2,45,1.106060606,0
5962,0.92,0.99,3,190,3,0,0,0,marketing,2,190,1.076086957,0
5963,0.62,0.55,3,108,2,1,0,0,sales,2,162,0.887096774,0
5964,0.15,0.67,6,195,2,0,0,0,sales,2,585,4.466666667,5
5965,0.82,0.68,3,160,4,0,0,0,sales,2,120,0.829268293,0
5966,0.7,0.48,5,273,2,0,0,0,sales,2,682,0.685714286,0
5967,0.18,0.39,2,177,6,0,0,0,sales,2,59,2.166666667,0
5968,0.99,0.59,3,163,2,0,0,0,sales,2,244,0.595959596,0
5969,0.22,0.9,4,106,2,0,0,0,sales,2,212,4.090909091,0
5970,0.61,0.83,5,236,2,0,0,0,sales,2,590,1.360655738,0
5971,0.78,0.91,3,132,2,0,0,0,sales,2,198,1.166666667,0
5972,0.84,0.61,3,253,2,0,0,0,sales,2,379,0.726190476,0
5973,0.87,0.74,4,151,4,0,0,0,sales,2,151,0.850574713,0
5974,0.73,0.9,4,266,3,0,0,0,sales,2,354,1.232876712,0
5975,0.7,0.86,3,141,2,1,0,0,sales,2,211,1.228571429,0
5976,0.98,0.71,5,217,3,0,0,0,sales,2,361,0.724489796,0
5977,0.85,0.49,3,258,3,0,0,0,sales,2,258,0.576470588,0
5978,0.56,0.83,5,275,2,0,0,0,sales,2,687,1.482142857,5
5979,0.48,0.62,4,210,2,0,0,0,sales,2,420,1.291666667,0
5980,0.65,0.7,3,243,3,0,0,0,sales,2,243,1.076923077,0
5981,0.84,0.59,3,234,3,1,0,0,sales,2,234,0.702380952,0
5982,0.17,0.73,4,274,3,0,0,0,accounting,0,365,4.294117647,5
5983,0.84,0.61,4,261,2,0,0,0,accounting,0,522,0.726190476,0
5984,0.96,0.59,3,158,3,1,0,0,accounting,0,158,0.614583333,0
5985,0.62,0.96,5,251,2,0,0,0,hr,0,627,1.548387097,5
5986,0.57,0.7,3,158,3,0,0,0,hr,0,158,1.228070175,0
5987,0.98,0.87,3,246,3,0,0,0,hr,0,246,0.887755102,0
5988,0.72,0.99,4,227,3,0,0,0,hr,0,302,1.375,0
5989,0.43,0.46,4,169,5,0,0,0,technical,0,135,1.069767442,0
5990,0.68,0.57,5,187,4,0,0,0,technical,0,233,0.838235294,0
5991,0.69,0.86,4,238,3,0,0,0,technical,0,317,1.246376812,0
5992,0.91,0.66,4,139,3,0,0,0,technical,0,185,0.725274725,0
5993,0.42,0.37,2,284,3,0,0,0,technical,0,189,0.880952381,0
5994,0.8,0.99,4,255,5,1,0,0,technical,1,204,1.2375,0
5995,0.79,0.57,5,230,2,0,0,0,technical,1,575,0.721518987,0
5996,1,0.94,3,272,3,0,0,0,technical,1,272,0.94,0
5997,0.63,0.75,4,155,3,0,0,0,technical,1,206,1.19047619,0
5998,0.61,0.51,6,163,6,0,0,0,technical,1,163,0.836065574,0
5999,0.78,0.98,4,260,3,0,0,0,technical,1,346,1.256410256,0
6000,0.72,0.96,5,223,3,1,0,0,support,1,371,1.333333333,0
6001,0.64,0.51,4,247,2,1,0,0,support,1,494,0.796875,0
6002,0.79,0.86,3,126,5,0,0,0,support,1,75,1.088607595,0
6003,0.64,0.55,3,147,2,0,0,0,support,1,220,0.859375,0
6004,0.82,0.88,4,259,3,0,0,0,support,1,345,1.073170732,0
6005,0.51,0.86,4,196,2,0,0,0,support,1,392,1.68627451,5
6006,0.18,0.51,6,227,2,0,0,0,support,1,681,2.833333333,5
6007,0.67,0.58,5,161,3,1,0,0,support,1,268,0.865671642,0
6008,0.65,0.85,3,213,2,0,0,0,support,1,319,1.307692308,0
6009,0.7,0.8,4,183,2,0,0,0,support,2,366,1.142857143,0
6010,0.59,0.59,3,194,2,1,0,0,support,2,291,1,0
6011,0.56,0.76,3,237,3,0,0,0,technical,2,237,1.357142857,0
6012,0.17,0.94,5,273,4,0,0,0,technical,2,341,5.529411765,5
6013,0.8,0.89,2,166,3,0,0,0,technical,2,110,1.1125,0
6014,0.91,0.62,5,169,4,0,0,0,management,2,211,0.681318681,0
6015,0.51,0.54,3,154,3,1,0,0,IT,2,154,1.058823529,0
6016,0.76,0.59,3,201,6,1,0,0,IT,2,100,0.776315789,0
6017,0.82,0.59,3,178,2,0,0,0,IT,2,267,0.719512195,0
6018,0.44,0.66,3,161,3,0,0,0,IT,2,161,1.5,0
6019,0.5,0.48,4,269,3,0,0,0,IT,2,358,0.96,0
6020,0.54,0.49,3,203,3,1,0,0,product_mng,2,203,0.907407407,0
6021,0.56,0.63,4,271,2,1,0,0,product_mng,0,542,1.125,0
6022,0.77,0.66,6,181,4,0,0,0,product_mng,0,271,0.857142857,0
6023,0.39,0.38,4,135,2,0,0,0,product_mng,0,270,0.974358974,0
6024,0.52,0.62,3,275,2,0,0,0,IT,0,412,1.192307692,0
6025,0.63,0.91,3,252,2,0,0,0,RandD,0,378,1.444444444,5
6026,0.49,0.46,2,129,2,0,0,0,RandD,0,129,0.93877551,0
6027,0.2,0.47,4,230,4,0,0,0,RandD,0,230,2.35,0
6028,0.21,0.94,3,287,5,0,0,0,RandD,0,172,4.476190476,0
6029,0.85,0.98,5,156,2,0,0,0,RandD,1,390,1.152941176,0
6030,0.54,0.82,2,279,3,1,0,0,marketing,1,186,1.518518519,0
6031,0.23,0.88,5,156,4,0,0,0,sales,1,195,3.826086957,0
6032,0.65,0.96,3,168,2,0,0,0,accounting,1,252,1.476923077,0
6033,0.19,0.85,6,259,3,1,0,0,support,1,518,4.473684211,5
6034,0.76,0.58,4,188,3,0,0,0,technical,1,250,0.763157895,0
6035,0.83,0.8,4,149,3,0,0,0,management,1,198,0.963855422,0
6036,0.97,0.47,3,157,4,0,0,0,marketing,1,117,0.484536082,0
6037,0.67,1,3,201,4,0,0,0,marketing,2,150,1.492537313,0
6038,0.53,0.62,3,185,3,0,0,0,marketing,2,185,1.169811321,0
6039,0.34,0.71,2,160,3,1,0,0,sales,2,106,2.088235294,0
6040,0.58,0.48,5,251,3,0,0,0,sales,2,418,0.827586207,0
6041,0.96,0.68,5,145,3,1,0,0,sales,2,241,0.708333333,0
6042,0.72,0.76,3,269,3,1,0,0,sales,2,269,1.055555556,0
6043,0.58,0.62,3,213,2,0,0,0,sales,2,319,1.068965517,0
6044,0.39,0.67,6,276,6,0,0,0,sales,2,276,1.717948718,0
6045,0.24,0.57,5,232,3,0,0,0,sales,2,386,2.375,5
6046,0.64,0.73,4,184,3,0,0,0,sales,2,245,1.140625,0
6047,0.98,0.55,3,260,3,0,0,0,sales,2,260,0.56122449,0
6048,0.64,0.99,3,214,2,0,0,0,sales,2,321,1.546875,0
6049,0.56,0.41,2,194,2,0,0,0,sales,2,194,0.732142857,0
6050,0.53,0.74,5,181,2,0,0,0,sales,2,452,1.396226415,0
6051,0.62,0.57,4,215,3,0,0,0,sales,2,286,0.919354839,0
6052,0.85,0.69,3,194,4,0,0,0,sales,2,145,0.811764706,0
6053,0.76,0.85,4,190,3,0,0,0,sales,2,253,1.118421053,0
6054,0.69,0.5,3,260,4,0,0,0,sales,2,195,0.724637681,0
6055,0.35,0.67,2,171,3,0,0,0,sales,2,114,1.914285714,0
6056,0.54,0.47,2,193,4,0,0,0,sales,2,96,0.87037037,0
6057,0.63,0.49,3,252,3,0,0,0,sales,2,252,0.777777778,0
6058,0.58,0.58,5,171,2,0,0,0,accounting,2,427,1,0
6059,0.7,0.93,3,185,4,0,0,0,accounting,2,138,1.328571429,0
6060,0.48,0.51,4,152,4,0,0,0,accounting,0,152,1.0625,0
6061,0.59,0.92,4,183,2,0,0,0,hr,1,366,1.559322034,5
6062,0.96,0.8,4,145,2,0,0,0,hr,2,290,0.833333333,0
6063,0.99,0.77,3,190,4,0,0,0,hr,2,142,0.777777778,0
6064,0.73,0.59,4,214,5,0,0,0,hr,2,171,0.808219178,0
6065,0.7,0.73,2,139,2,0,0,0,technical,2,139,1.042857143,0
6066,0.85,0.88,5,236,4,0,0,0,technical,2,295,1.035294118,0
6067,0.66,0.61,3,156,3,1,0,0,technical,2,156,0.924242424,0
6068,0.94,0.97,2,221,2,0,0,0,technical,2,221,1.031914894,0
6069,0.54,0.64,6,278,2,0,0,0,technical,2,834,1.185185185,0
6070,0.78,0.47,4,129,2,0,0,0,technical,2,258,0.602564103,0
6071,0.64,0.85,3,213,4,0,0,0,technical,2,159,1.328125,0
6072,0.68,0.56,3,146,3,0,0,0,technical,1,146,0.823529412,0
6073,0.92,0.84,4,159,3,0,0,0,technical,1,212,0.913043478,0
6074,0.72,0.73,3,198,2,0,0,0,technical,1,297,1.013888889,0
6075,0.78,0.74,6,251,4,0,0,0,technical,1,376,0.948717949,0
6076,0.35,0.54,2,124,3,0,0,0,support,1,82,1.542857143,0
6077,0.97,0.77,5,223,2,0,0,0,support,1,557,0.793814433,0
6078,0.57,0.65,3,163,2,0,0,0,support,1,244,1.140350877,0
6079,0.9,0.66,4,242,3,0,0,0,support,0,322,0.733333333,0
6080,0.31,0.61,4,97,2,0,0,0,support,1,194,1.967741935,0
6081,0.17,0.5,4,267,6,0,0,0,support,0,178,2.941176471,0
6082,0.8,0.4,5,199,4,1,0,0,support,0,248,0.5,0
6083,0.19,0.76,3,107,5,0,0,0,support,1,64,4,0
6084,0.57,0.65,5,144,3,1,0,0,support,1,240,1.140350877,0
6085,0.22,0.96,3,213,3,0,0,0,support,0,213,4.363636364,0
6086,0.15,0.9,5,284,4,0,0,0,support,1,355,6,5
6087,0.62,0.67,5,259,3,0,0,0,technical,2,431,1.080645161,0
6088,0.61,0.41,3,103,2,0,0,0,technical,0,154,0.672131148,0
6089,0.87,0.81,5,236,3,0,0,0,technical,2,393,0.931034483,0
6090,0.54,0.75,4,199,2,0,0,0,management,2,398,1.388888889,0
6091,0.71,0.54,3,201,2,0,0,0,IT,2,301,0.76056338,0
6092,0.66,0.67,3,123,4,0,0,0,IT,2,92,1.015151515,0
6093,0.7,0.68,4,143,5,0,0,0,IT,0,114,0.971428571,0
6094,0.53,0.5,5,159,2,0,0,0,IT,2,397,0.943396226,0
6095,0.92,0.54,5,203,3,0,0,0,IT,2,338,0.586956522,0
6096,0.93,0.73,4,168,2,0,0,0,product_mng,2,336,0.784946237,0
6097,0.62,0.7,5,180,4,0,0,0,product_mng,0,225,1.129032258,0
6098,0.65,0.53,5,142,3,0,0,0,product_mng,2,236,0.815384615,0
6099,0.87,0.98,4,266,2,1,0,0,product_mng,0,532,1.126436782,0
6100,0.97,0.89,5,265,2,0,0,0,IT,1,662,0.917525773,0
6101,0.76,0.77,5,257,3,0,0,0,RandD,2,428,1.013157895,0
6102,0.96,0.55,4,234,4,0,0,0,RandD,2,234,0.572916667,0
6103,1,0.8,3,223,3,0,0,0,RandD,2,223,0.8,0
6104,0.99,0.85,5,261,4,0,0,0,RandD,2,326,0.858585859,0
6105,0.67,0.84,4,197,2,0,0,0,RandD,1,394,1.253731343,0
6106,0.61,0.52,4,171,2,0,0,0,marketing,1,342,0.852459016,0
6107,0.62,0.92,3,228,2,0,0,0,sales,1,342,1.483870968,5
6108,0.62,0.79,3,141,3,0,0,0,accounting,1,141,1.274193548,0
