empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,Risk
8399,0.71,0.72,4,177,3,0,0,0,accounting,1,236,1.014084507
8400,0.83,0.37,5,101,4,1,0,0,support,1,126,0.445783133
8401,0.63,0.52,3,183,2,0,0,0,technical,1,274,0.825396825
8402,0.56,0.61,3,224,3,0,0,0,management,1,224,1.089285714
8403,0.88,0.55,3,263,3,0,0,0,marketing,1,263,0.625
8404,0.82,0.55,3,207,2,0,0,0,marketing,0,310,0.670731707
8405,0.69,0.72,3,243,3,0,0,0,marketing,1,243,1.043478261
8406,0.57,0.54,3,157,4,1,0,0,sales,0,117,0.947368421
8407,0.75,0.69,3,242,3,0,0,0,sales,0,242,0.92
8408,0.6,0.98,4,265,2,0,0,0,sales,1,530,1.633333333
8409,0.96,0.92,3,196,4,0,0,0,sales,1,147,0.958333333
8410,0.75,0.67,4,135,2,0,0,0,sales,0,270,0.893333333
8411,1,0.61,6,270,3,0,0,0,sales,1,540,0.61
8412,0.92,0.97,4,201,2,0,0,0,sales,2,402,1.054347826
8413,0.84,0.93,5,225,4,0,0,0,sales,0,281,1.107142857
8414,0.82,0.77,4,205,3,0,0,0,sales,2,273,0.93902439
8415,0.74,0.42,3,131,3,0,0,0,sales,2,131,0.567567568
8416,0.21,0.39,2,118,4,0,0,0,sales,2,59,1.857142857
8417,0.62,0.64,5,187,3,0,0,0,sales,2,311,1.032258065
8418,0.54,0.48,3,275,2,0,0,0,sales,0,412,0.888888889
8419,0.55,0.97,5,125,4,0,0,0,sales,2,156,1.763636364
8420,0.84,0.55,4,270,3,1,0,0,sales,2,360,0.654761905
8421,0.61,0.56,2,123,2,0,0,0,sales,2,123,0.918032787
8422,0.64,0.53,3,281,3,0,0,0,sales,0,281,0.828125
8423,0.92,0.51,3,223,2,0,0,0,sales,2,334,0.554347826
8424,0.86,0.87,3,268,2,0,0,0,sales,0,402,1.011627907
8425,0.6,0.74,4,174,3,0,0,0,accounting,1,232,1.233333333
8426,0.86,0.92,3,162,3,1,0,0,accounting,2,162,1.069767442
8427,0.55,0.51,3,192,3,0,0,0,accounting,2,192,0.927272727
8428,0.54,0.58,4,178,3,0,0,0,hr,2,237,1.074074074
8429,0.49,0.9,3,250,2,0,0,0,hr,2,375,1.836734694
8430,0.98,0.72,3,262,4,0,0,0,hr,1,196,0.734693878
8431,0.55,0.55,5,194,3,1,0,0,hr,1,323,1
8432,0.64,0.5,3,146,3,0,0,0,technical,1,146,0.78125
8433,0.54,0.53,4,245,2,0,0,0,technical,1,490,0.981481481
8434,0.58,0.45,3,131,2,0,0,0,technical,1,196,0.775862069
8435,0.57,0.37,3,108,4,0,0,0,technical,1,81,0.649122807
8436,0.65,0.64,5,206,3,0,0,0,technical,1,343,0.984615385
8437,0.6,0.4,3,146,4,1,0,0,technical,1,109,0.666666667
8438,0.59,0.45,2,171,2,0,0,0,technical,1,171,0.762711864
8439,0.77,0.5,4,173,2,1,0,0,technical,1,346,0.649350649
8440,0.55,0.49,5,240,3,0,0,0,technical,0,400,0.890909091
8441,0.5,0.6,4,199,2,0,0,0,technical,1,398,1.2
8442,0.43,0.77,3,237,3,1,0,0,technical,1,237,1.790697674
8443,0.58,0.84,3,258,4,0,0,0,support,1,193,1.448275862
8444,0.66,0.68,4,269,3,1,0,0,support,1,358,1.03030303
8445,0.7,0.8,5,245,4,0,0,0,support,0,306,1.142857143
8446,0.82,0.54,4,164,3,0,0,0,support,1,218,0.658536585
8447,0.49,0.49,4,256,3,1,0,0,support,1,341,1
8448,0.99,0.79,4,213,3,0,0,0,support,1,284,0.797979798
8449,0.96,0.73,3,193,3,1,0,0,support,0,193,0.760416667
8450,0.7,0.57,3,179,2,0,0,0,support,1,268,0.814285714
8451,0.22,0.89,6,278,5,1,0,0,support,2,333,4.045454545
8452,0.91,0.52,3,256,2,0,0,0,support,0,384,0.571428571
8453,0.18,0.76,5,173,4,0,0,0,support,2,216,4.222222222
8454,0.84,0.68,4,179,3,0,0,0,technical,0,238,0.80952381
8455,0.66,0.38,4,145,5,0,0,0,technical,2,116,0.575757576
8456,0.49,0.65,3,168,4,0,0,0,technical,2,126,1.326530612
8457,0.88,0.89,4,213,3,0,0,0,management,2,284,1.011363636
8458,0.69,0.91,6,150,5,0,0,0,IT,2,180,1.31884058
8459,0.83,0.75,3,262,3,0,0,0,IT,2,262,0.903614458
8460,0.56,0.84,4,149,4,1,0,0,IT,2,149,1.5
8461,0.95,0.77,5,139,2,0,0,0,IT,2,347,0.810526316
8462,0.56,1,3,272,2,0,0,0,IT,2,408,1.785714286
8463,0.93,0.73,3,252,4,0,0,0,product_mng,0,189,0.784946237
8464,0.84,0.52,3,232,4,0,0,0,product_mng,1,174,0.619047619
8465,0.84,0.48,3,266,2,0,0,0,product_mng,2,399,0.571428571
8466,0.52,0.65,4,264,3,0,0,0,product_mng,2,352,1.25
8467,0.98,0.8,4,142,2,0,0,0,IT,2,284,0.816326531
8468,0.66,0.64,5,208,4,0,0,0,RandD,2,260,0.96969697
8469,0.92,0.49,5,178,2,1,0,0,RandD,2,445,0.532608696
8470,0.71,0.8,5,192,3,0,0,0,RandD,2,320,1.126760563
8471,0.65,0.92,4,242,2,0,0,0,RandD,2,484,1.415384615
8472,0.23,0.47,4,277,5,0,0,0,RandD,2,221,2.043478261
8473,0.71,0.97,3,173,2,1,0,0,marketing,2,259,1.366197183
8474,0.21,0.65,4,276,6,0,0,0,marketing,0,184,3.095238095
8475,0.7,0.72,2,189,3,0,0,0,sales,1,126,1.028571429
8476,0.9,0.5,4,139,2,0,0,0,accounting,1,278,0.555555556
8477,0.6,0.52,5,140,3,0,0,0,support,1,233,0.866666667
8478,0.58,0.63,5,191,3,1,0,0,technical,0,318,1.086206897
8479,0.73,0.72,5,178,2,0,0,0,management,1,445,0.98630137
8480,0.56,0.67,4,184,3,0,0,0,marketing,1,245,1.196428571
8481,0.97,0.57,3,144,3,0,0,0,marketing,1,144,0.587628866
8482,0.92,0.91,3,160,2,0,0,0,marketing,0,240,0.989130435
8483,0.77,0.68,3,225,2,0,0,0,sales,1,337,0.883116883
8484,0.97,0.81,5,266,2,0,0,0,sales,1,665,0.835051546
8485,0.7,0.69,5,154,2,0,0,0,sales,1,385,0.985714286
8486,0.78,0.82,4,142,2,1,0,0,sales,1,284,1.051282051
8487,0.77,0.87,3,207,4,1,0,0,sales,1,155,1.12987013
8488,0.66,0.53,4,162,3,0,0,0,sales,1,216,0.803030303
8489,0.25,0.98,6,287,5,1,0,0,sales,1,344,3.92
8490,0.89,0.87,2,270,6,1,0,0,sales,2,90,0.97752809
8491,0.15,0.66,5,160,4,1,0,0,sales,2,200,4.4
8492,0.26,0.91,6,113,2,0,0,0,sales,2,339,3.5
8493,0.74,0.58,4,178,4,0,0,0,sales,2,178,0.783783784
8494,0.52,0.83,3,153,2,0,0,0,sales,2,229,1.596153846
8495,0.95,0.62,4,255,2,0,0,0,sales,2,510,0.652631579
8496,0.66,0.82,4,257,3,1,0,0,sales,2,342,1.242424242
8497,0.79,0.66,4,243,3,0,0,0,sales,2,324,0.835443038
8498,0.98,0.94,3,179,3,0,0,0,sales,2,179,0.959183673
8499,0.4,0.37,3,123,2,0,0,0,sales,2,184,0.925
8500,1,0.68,3,132,2,0,0,0,sales,2,198,0.68
8501,0.71,0.79,3,134,3,0,0,0,sales,2,134,1.112676056
8502,0.48,0.45,3,277,2,1,0,0,accounting,0,415,0.9375
8503,0.76,1,5,265,2,0,0,0,accounting,1,662,1.315789474
8504,0.61,0.62,4,269,4,0,0,0,accounting,2,269,1.016393443
8505,0.74,0.9,4,156,4,0,0,0,hr,2,156,1.216216216
8506,0.24,0.94,6,237,5,0,0,0,hr,2,284,3.916666667
8507,0.79,0.97,3,271,2,0,0,0,hr,2,406,1.227848101
8508,0.75,0.98,3,206,2,0,0,0,hr,1,309,1.306666667
8509,0.6,0.98,4,192,3,0,0,0,technical,1,256,1.633333333
8510,0.72,0.95,4,230,3,0,0,0,technical,1,306,1.319444444
8511,1,0.6,4,261,3,0,0,0,technical,1,348,0.6
8512,0.55,0.88,3,173,3,1,0,0,technical,1,173,1.6
8513,0.3,0.98,2,109,4,1,0,0,technical,1,54,3.266666667
8514,0.89,0.59,3,247,4,0,0,0,technical,1,185,0.662921348
8515,0.84,0.84,5,163,3,0,0,0,technical,1,271,1
8516,0.67,0.64,4,149,4,0,0,0,technical,1,149,0.955223881
8517,0.15,0.48,6,218,6,0,0,0,technical,1,218,3.2
8518,0.59,0.75,4,194,2,0,0,0,technical,1,388,1.271186441
8519,0.5,0.59,4,157,2,0,0,0,technical,1,314,1.18
8520,0.23,0.68,5,244,3,0,0,0,support,1,406,2.956521739
8521,0.95,0.58,5,169,2,0,0,0,support,1,422,0.610526316
8522,0.31,0.53,2,146,3,1,0,0,support,1,97,1.709677419
8523,0.47,0.55,5,207,3,0,0,0,support,1,345,1.170212766
8524,0.26,0.95,3,195,5,0,0,0,support,1,117,3.653846154
8525,0.55,0.64,6,148,4,0,0,0,support,1,222,1.163636364
8526,0.89,0.58,3,272,2,0,0,0,support,1,408,0.651685393
8527,0.88,0.68,3,185,2,0,0,0,support,1,277,0.772727273
8528,0.98,0.62,5,260,2,1,0,0,support,1,650,0.632653061
8529,0.96,0.48,3,182,2,1,0,0,support,2,273,0.5
8530,0.85,0.65,3,195,3,0,0,0,support,2,195,0.764705882
8531,0.96,0.85,3,168,3,0,0,0,technical,2,168,0.885416667
8532,0.85,0.88,3,198,4,1,0,0,technical,2,148,1.035294118
8533,0.59,0.93,5,172,2,0,0,0,technical,2,430,1.576271186
8534,0.51,0.5,4,216,2,1,0,0,management,2,432,0.980392157
8535,0.5,0.75,3,232,2,0,0,0,IT,2,348,1.5
8536,0.53,0.59,3,148,3,0,0,0,IT,2,148,1.113207547
8537,0.44,0.83,4,210,2,0,0,0,IT,2,420,1.886363636
8538,0.99,0.55,3,197,2,0,0,0,IT,2,295,0.555555556
8539,0.73,0.83,4,241,3,0,0,0,IT,2,321,1.136986301
8540,0.51,0.71,5,154,2,0,0,0,product_mng,2,385,1.392156863
8541,0.5,0.84,3,259,2,0,0,0,product_mng,0,388,1.68
8542,0.52,0.76,4,106,2,1,0,0,product_mng,1,212,1.461538462
8543,0.74,0.74,5,262,2,0,0,0,product_mng,2,655,1
8544,0.69,0.89,2,202,2,0,0,0,IT,2,202,1.289855072
8545,0.22,0.65,5,174,5,1,0,0,RandD,2,174,2.954545455
8546,0.49,0.89,4,240,2,0,0,0,RandD,2,480,1.816326531
8547,0.7,0.57,5,247,3,0,0,0,RandD,1,411,0.814285714
8548,0.68,0.63,4,148,3,0,0,0,RandD,1,197,0.926470588
8549,0.66,0.84,5,187,2,1,0,0,RandD,1,467,1.272727273
8550,0.99,0.58,4,183,3,0,0,0,marketing,1,244,0.585858586
8551,0.88,0.59,4,240,2,0,0,0,sales,1,480,0.670454545
8552,0.2,0.54,4,149,3,0,0,0,accounting,1,198,2.7
8553,0.56,0.44,2,130,3,0,0,0,support,1,86,0.785714286
8554,0.68,0.85,4,203,2,0,0,0,technical,1,406,1.25
8555,0.85,0.6,3,218,3,0,0,0,management,1,218,0.705882353
8556,0.95,0.95,4,204,3,1,0,0,marketing,1,272,1
8557,0.6,0.77,4,163,3,1,0,0,marketing,1,217,1.283333333
8558,0.61,0.53,4,183,3,0,0,0,marketing,1,244,0.868852459
8559,0.55,0.55,4,211,4,0,0,0,sales,1,211,1
8560,0.64,0.78,5,156,5,1,0,0,sales,1,156,1.21875
8561,0.64,0.6,3,196,3,0,0,0,sales,1,196,0.9375
8562,0.87,0.54,4,162,2,0,0,0,sales,1,324,0.620689655
8563,0.2,0.9,3,218,4,0,0,0,sales,1,163,4.5
8564,0.99,0.64,4,135,2,1,0,0,sales,1,270,0.646464646
8565,0.96,0.7,2,273,3,0,0,0,sales,1,182,0.729166667
8566,0.53,0.65,3,241,3,0,0,0,sales,1,241,1.226415094
8567,0.7,0.39,6,285,4,0,0,0,sales,1,427,0.557142857
8568,0.68,0.61,6,236,3,0,0,0,sales,2,472,0.897058824
8569,0.96,0.48,4,222,3,0,0,0,sales,2,296,0.5
8570,0.64,0.64,4,242,3,0,0,0,sales,2,322,1
8571,0.86,0.65,5,166,3,0,0,0,sales,2,276,0.755813953
8572,0.87,0.84,3,172,3,0,0,0,sales,2,172,0.965517241
8573,0.53,0.56,4,249,2,0,0,0,sales,2,498,1.056603774
8574,0.72,0.98,4,180,2,0,0,0,sales,2,360,1.361111111
8575,0.83,0.59,4,197,4,0,0,0,sales,2,197,0.710843373
8576,0.97,0.54,5,185,2,0,0,0,sales,2,462,0.556701031
8577,0.92,0.76,3,171,2,0,0,0,sales,2,256,0.826086957
8578,0.82,0.95,6,191,6,0,0,0,accounting,2,191,1.158536585
8579,0.59,0.56,4,250,2,0,0,0,accounting,2,500,0.949152542
8580,0.84,0.95,5,199,3,0,0,0,accounting,0,331,1.130952381
8581,0.71,0.84,3,139,2,0,0,0,hr,1,208,1.183098592
8582,0.49,0.98,3,224,3,0,0,0,hr,2,224,2
8583,0.78,0.61,3,227,3,0,0,0,hr,2,227,0.782051282
8584,0.84,0.81,4,198,2,0,0,0,hr,2,396,0.964285714
8585,0.85,0.96,5,165,5,0,0,0,technical,2,165,1.129411765
8586,0.87,0.93,4,199,3,0,0,0,technical,1,265,1.068965517
8587,0.94,0.84,5,203,3,0,0,0,technical,1,338,0.893617021
8588,0.82,0.97,4,243,3,1,0,0,technical,1,324,1.182926829
8589,0.78,0.78,3,135,3,0,0,0,technical,1,135,1
8590,0.47,0.55,4,100,4,1,0,0,technical,1,100,1.170212766
8591,0.5,0.48,2,150,3,1,0,0,technical,1,100,0.96
8592,0.75,0.82,4,252,3,0,0,0,technical,1,336,1.093333333
8593,0.36,0.39,3,98,3,0,0,0,technical,1,98,1.083333333
8594,0.91,0.61,3,262,3,0,0,0,technical,1,262,0.67032967
8595,0.87,0.68,3,257,3,0,0,0,technical,1,257,0.781609195
8596,0.97,0.94,3,160,3,0,0,0,support,1,160,0.969072165
8597,0.71,0.65,3,190,3,0,0,0,support,1,190,0.915492958
8598,0.83,0.65,3,231,2,0,0,0,support,1,346,0.78313253
8599,0.42,0.51,3,190,4,0,0,0,support,1,142,1.214285714
8600,0.53,0.51,4,181,3,0,0,0,support,1,241,0.962264151
8601,0.56,0.88,4,273,3,0,0,0,support,1,364,1.571428571
8602,0.26,0.7,5,214,6,1,0,0,support,1,178,2.692307692
8603,0.53,0.49,4,192,2,0,0,0,support,1,384,0.924528302
8604,0.99,0.73,4,224,2,0,0,0,support,1,448,0.737373737
8605,0.48,0.43,3,96,3,0,0,0,support,1,96,0.895833333
8606,0.91,0.5,3,276,4,0,0,0,support,1,207,0.549450549
8607,0.76,0.79,3,162,2,1,0,0,technical,2,243,1.039473684
8608,0.67,0.8,4,190,4,0,0,0,technical,2,190,1.194029851
8609,0.58,0.6,4,147,3,0,0,0,technical,2,196,1.034482759
8610,0.57,0.78,4,143,3,0,0,0,management,2,190,1.368421053
8611,0.55,0.57,5,280,6,1,0,0,IT,2,233,1.036363636
8612,0.79,0.49,3,137,2,0,0,0,IT,2,205,0.620253165
8613,0.48,0.98,3,259,6,0,0,0,IT,2,129,2.041666667
8614,0.68,0.69,4,176,3,1,0,0,IT,2,234,1.014705882
8615,0.19,0.64,5,231,4,1,0,0,IT,2,288,3.368421053
8616,0.99,0.48,3,104,3,0,0,0,product_mng,2,104,0.484848485
8617,0.3,0.76,5,224,2,0,0,0,product_mng,2,560,2.533333333
8618,0.81,0.85,4,202,3,1,0,0,product_mng,2,269,1.049382716
8619,0.58,0.74,4,180,3,0,0,0,product_mng,0,240,1.275862069
8620,0.74,0.61,3,228,2,1,0,0,IT,1,342,0.824324324
8621,0.59,0.74,5,165,2,0,0,0,RandD,2,412,1.254237288
8622,0.46,0.63,2,177,6,0,0,0,RandD,2,59,1.369565217
8623,0.58,0.43,3,194,2,1,0,0,RandD,2,291,0.74137931
8624,0.77,0.95,3,192,4,1,0,0,RandD,2,144,1.233766234
8625,0.79,0.77,4,171,2,0,0,0,RandD,1,342,0.974683544
8626,0.51,0.95,3,187,2,0,0,0,marketing,1,280,1.862745098
8627,0.7,0.58,3,205,3,0,0,0,sales,1,205,0.828571429
8628,0.84,0.73,5,230,4,1,0,0,accounting,1,287,0.869047619
8629,0.19,0.9,5,172,2,0,0,0,support,1,430,4.736842105
8630,0.9,0.52,4,167,3,1,0,0,technical,1,222,0.577777778
8631,0.19,0.91,5,145,3,0,0,0,management,1,241,4.789473684
8632,0.96,0.53,3,166,3,0,0,0,marketing,1,166,0.552083333
8633,0.87,1,3,148,3,0,0,0,marketing,1,148,1.149425287
8634,0.5,0.89,5,223,3,0,0,0,marketing,1,371,1.78
8635,0.88,0.58,2,123,4,0,0,0,sales,1,61,0.659090909
8636,0.55,0.99,3,158,3,0,0,0,sales,1,158,1.8
8637,0.89,0.86,3,223,2,0,0,0,sales,1,334,0.966292135
8638,0.58,0.69,3,252,3,0,0,0,sales,1,252,1.189655172
8639,0.58,0.96,5,143,2,0,0,0,sales,1,357,1.655172414
8640,0.34,0.88,5,131,6,0,0,0,sales,1,109,2.588235294
8641,0.54,0.65,5,206,4,1,0,0,sales,1,257,1.203703704
8642,0.59,0.54,4,210,3,0,0,0,sales,1,280,0.915254237
8643,0.88,0.96,4,262,3,0,0,0,sales,2,349,1.090909091
8644,0.72,0.69,4,147,3,0,0,0,sales,2,196,0.958333333
8645,0.79,0.75,4,259,3,0,0,0,sales,2,345,0.949367089
8646,0.51,0.73,4,174,3,0,0,0,sales,2,232,1.431372549
8647,0.84,0.84,3,150,4,0,0,0,sales,2,112,1
8648,0.95,0.67,4,219,2,0,0,0,sales,2,438,0.705263158
8649,0.58,0.88,5,178,4,0,0,0,sales,2,222,1.517241379
8650,0.69,0.98,3,269,3,1,0,0,sales,2,269,1.420289855
8651,0.17,0.64,6,205,5,1,0,0,sales,2,246,3.764705882
8652,0.81,0.72,3,232,3,1,0,0,sales,2,232,0.888888889
8653,0.41,0.5,3,193,3,0,0,0,sales,2,193,1.219512195
8654,0.12,0.42,3,110,2,0,0,0,accounting,2,165,3.5
8655,0.71,0.6,4,208,3,0,0,0,accounting,0,277,0.845070423
8656,0.32,0.69,5,157,4,0,0,0,accounting,1,196,2.15625
8657,0.83,0.98,5,187,4,0,0,0,hr,2,233,1.180722892
8658,0.74,0.92,4,226,3,0,0,0,hr,2,301,1.243243243
8659,0.67,0.85,4,266,3,0,0,0,hr,2,354,1.268656716
8660,0.85,0.56,3,159,3,0,0,0,hr,2,159,0.658823529
8661,0.49,0.75,4,259,3,1,0,0,technical,1,345,1.530612245
8662,0.7,0.74,4,150,3,1,0,0,technical,1,200,1.057142857
8663,0.44,0.58,4,152,3,0,0,0,technical,1,202,1.318181818
8664,0.5,0.87,5,245,2,0,0,0,technical,1,612,1.74
8665,0.63,0.74,5,227,2,0,0,0,technical,1,567,1.174603175
8666,0.87,0.77,4,261,3,0,0,0,technical,1,348,0.885057471
8667,0.82,0.53,4,162,3,1,0,0,technical,1,216,0.646341463
8668,0.97,0.89,4,193,3,0,0,0,technical,1,257,0.917525773
8669,0.9,0.81,4,144,2,0,0,0,technical,1,288,0.9
8670,0.41,0.5,6,151,2,0,0,0,technical,1,453,1.219512195
8671,0.58,0.94,4,225,2,0,0,0,technical,1,450,1.620689655
8672,0.77,0.5,5,170,2,0,0,0,support,1,425,0.649350649
8673,0.89,0.75,4,246,3,1,0,0,support,1,328,0.842696629
8674,0.64,0.72,4,254,3,0,0,0,support,1,338,1.125
8675,0.31,0.79,2,193,4,0,0,0,support,1,96,2.548387097
8676,0.6,0.88,4,175,3,0,0,0,support,1,233,1.466666667
8677,0.2,1,3,123,4,0,0,0,support,1,92,5
8678,0.13,0.6,3,178,5,0,0,0,support,1,106,4.615384615
8679,0.95,0.9,3,259,2,0,0,0,support,1,388,0.947368421
8680,0.15,0.96,5,201,6,0,0,0,support,1,167,6.4
8681,0.22,0.98,4,185,3,0,0,0,support,1,246,4.454545455
8682,0.33,0.51,2,166,3,0,0,0,support,2,110,1.545454545
8683,0.23,0.96,4,213,4,0,0,0,technical,2,213,4.173913043
8684,0.85,0.79,4,138,2,0,0,0,technical,2,276,0.929411765
8685,0.79,0.57,3,168,2,0,0,0,technical,2,252,0.721518987
8686,0.6,0.6,4,197,3,0,0,0,management,2,262,1
8687,0.89,0.74,5,220,3,0,0,0,IT,2,366,0.831460674
8688,0.65,0.92,3,101,3,1,0,0,IT,2,101,1.415384615
8689,0.61,0.7,4,175,3,1,0,0,IT,2,233,1.147540984
8690,0.4,0.79,5,181,5,0,0,0,IT,2,181,1.975
8691,0.49,0.57,3,157,3,0,0,0,IT,2,157,1.163265306
8692,0.95,0.75,3,247,2,0,0,0,product_mng,2,370,0.789473684
8693,0.85,1,5,244,2,0,0,0,product_mng,2,610,1.176470588
8694,0.24,0.39,4,152,5,0,0,0,product_mng,0,121,1.625
8695,0.85,0.99,5,176,4,0,0,0,product_mng,1,220,1.164705882
8696,0.99,0.98,5,241,2,0,0,0,IT,2,602,0.98989899
8697,0.49,0.49,4,240,2,0,0,0,RandD,2,480,1
8698,0.56,0.73,3,226,3,0,0,0,RandD,2,226,1.303571429
8699,0.65,0.66,6,240,4,0,0,0,RandD,2,360,1.015384615
8700,0.62,0.68,3,253,5,1,0,0,RandD,1,151,1.096774194
8701,0.78,0.68,4,174,3,1,0,0,RandD,1,232,0.871794872
8702,0.54,0.7,3,213,2,0,0,0,marketing,1,319,1.296296296
8703,0.61,0.77,4,195,2,0,0,0,sales,1,390,1.262295082
8704,0.49,0.99,6,230,4,0,0,0,accounting,1,345,2.020408163
8705,0.29,0.85,2,248,6,1,0,0,support,1,82,2.931034483
8706,0.64,0.79,4,274,2,1,0,0,technical,1,548,1.234375
8707,0.93,0.94,4,217,2,0,0,0,management,1,434,1.010752688
8708,0.16,0.66,6,229,6,0,0,0,marketing,1,229,4.125
8709,0.68,0.85,5,173,3,0,0,0,marketing,1,288,1.25
8710,0.71,0.8,2,146,4,0,0,0,marketing,1,73,1.126760563
8711,0.62,0.82,5,151,5,0,0,0,sales,1,151,1.322580645
8712,0.74,0.75,2,137,3,1,0,0,sales,1,91,1.013513514
8713,0.81,0.5,3,198,3,0,0,0,sales,1,198,0.617283951
8714,0.2,0.82,4,190,5,0,0,0,sales,1,152,4.1
8715,0.51,0.91,4,206,3,0,0,0,sales,1,274,1.784313725
8716,0.55,0.99,4,238,3,0,0,0,sales,1,317,1.8
8717,0.45,0.41,3,193,2,1,0,0,sales,1,289,0.911111111
8718,0.91,0.61,4,176,3,0,0,0,sales,1,234,0.67032967
8719,0.73,0.59,6,121,5,0,0,0,sales,1,145,0.808219178
8720,0.98,0.88,4,145,2,0,0,0,sales,1,290,0.897959184
8721,0.62,0.65,4,212,3,1,0,0,sales,2,282,1.048387097
8722,0.57,0.62,3,198,4,0,0,0,sales,2,148,1.087719298
8723,0.99,0.57,3,189,4,1,0,0,sales,2,141,0.575757576
8724,0.82,0.68,2,200,3,0,0,0,sales,2,133,0.829268293
8725,0.24,0.81,4,217,5,0,0,0,sales,2,173,3.375
8726,0.84,0.73,5,245,3,0,0,0,sales,2,408,0.869047619
8727,0.9,0.55,3,260,3,0,0,0,sales,2,260,0.611111111
8728,0.13,0.73,5,206,5,0,0,0,sales,2,206,5.615384615
8729,0.6,0.67,3,249,2,0,0,0,sales,2,373,1.116666667
8730,0.72,0.87,4,154,2,1,0,0,accounting,2,308,1.208333333
8731,0.68,0.61,4,147,3,0,0,0,accounting,2,196,0.897058824
8732,0.51,0.72,3,148,2,0,0,0,accounting,2,222,1.411764706
8733,0.74,0.58,3,220,2,0,0,0,hr,0,330,0.783783784
8734,0.86,0.73,3,241,3,0,0,0,hr,1,241,0.848837209
8735,0.85,0.51,3,242,3,0,0,0,hr,2,242,0.6
8736,0.63,0.85,2,156,3,1,0,0,hr,2,104,1.349206349
8737,0.74,0.87,3,155,3,0,0,0,technical,2,155,1.175675676
8738,0.6,0.5,3,211,3,0,0,0,technical,2,211,0.833333333
8739,0.69,0.82,4,137,2,1,0,0,technical,1,274,1.188405797
8740,0.56,0.96,2,269,2,0,0,0,technical,1,269,1.714285714
8741,0.5,0.67,2,142,3,0,0,0,technical,1,94,1.34
8742,0.84,0.5,5,267,2,0,0,0,technical,1,667,0.595238095
8743,0.93,0.48,5,134,6,0,0,0,technical,1,111,0.516129032
8744,0.12,0.5,5,287,4,0,0,0,technical,1,358,4.166666667
8745,0.52,0.58,4,134,3,0,0,0,technical,1,178,1.115384615
8746,0.6,0.54,3,185,2,0,0,0,technical,1,277,0.9
8747,0.71,1,3,181,4,0,0,0,technical,2,135,1.408450704
8748,0.21,0.81,5,169,4,0,0,0,support,2,211,3.857142857
8749,0.15,0.84,3,201,6,0,0,0,support,2,100,5.6
8750,0.38,0.55,2,215,6,0,0,0,support,2,71,1.447368421
8751,0.27,0.86,3,222,5,0,0,0,support,2,133,3.185185185
8752,0.86,0.64,4,137,2,0,0,0,support,2,274,0.744186047
8753,0.17,0.52,6,176,5,0,0,0,support,2,211,3.058823529
8754,0.66,0.69,3,257,2,0,0,0,support,2,385,1.045454545
8755,0.95,0.51,3,224,4,0,0,0,support,2,168,0.536842105
8756,0.59,0.92,5,226,3,0,0,0,support,2,376,1.559322034
8757,0.49,0.61,5,196,3,0,0,0,support,2,326,1.244897959
8758,0.9,0.88,5,256,4,0,0,0,support,2,320,0.977777778
8759,0.98,0.81,3,153,4,0,0,0,technical,2,114,0.826530612
8760,0.52,1,4,221,3,0,0,0,technical,2,294,1.923076923
8761,0.12,0.95,3,236,3,0,0,0,technical,2,236,7.916666667
8762,0.91,0.67,5,137,3,0,0,0,management,2,228,0.736263736
8763,0.99,0.62,4,256,2,0,0,0,IT,2,512,0.626262626
8764,0.49,0.8,4,161,2,0,0,0,IT,2,322,1.632653061
8765,0.92,0.51,4,167,3,1,0,0,IT,2,222,0.554347826
8766,0.21,0.84,3,194,2,0,0,0,IT,2,291,4
8767,0.89,0.9,3,231,3,0,0,0,IT,2,231,1.011235955
8768,0.84,0.81,4,152,2,1,0,0,product_mng,2,304,0.964285714
8769,0.72,0.68,3,150,3,1,0,0,product_mng,2,150,0.944444444
8770,0.57,0.46,3,207,3,0,0,0,product_mng,2,207,0.807017544
8771,0.9,0.69,4,172,3,0,0,0,product_mng,2,229,0.766666667
8772,0.59,0.75,2,273,2,0,0,0,IT,0,273,1.271186441
8773,0.97,0.69,4,134,3,0,0,0,RandD,0,178,0.711340206
8774,0.56,0.85,3,109,2,0,0,0,RandD,0,163,1.517857143
8775,0.78,0.59,4,124,3,1,0,0,RandD,0,165,0.756410256
8776,0.64,0.72,4,253,4,0,0,0,RandD,0,253,1.125
8777,0.58,0.9,5,224,3,0,0,0,RandD,0,373,1.551724138
8778,0.68,0.58,3,217,2,0,0,0,marketing,0,325,0.852941176
8779,0.82,0.73,3,148,4,0,0,0,sales,0,111,0.890243902
8780,0.83,0.78,5,240,3,0,0,0,accounting,0,400,0.939759036
8781,0.49,0.49,2,226,3,0,0,0,support,0,150,1
8782,0.57,0.95,4,176,3,0,0,0,technical,0,234,1.666666667
8783,0.66,0.93,4,248,3,0,0,0,management,0,330,1.409090909
8784,0.78,0.6,2,206,2,0,0,0,marketing,1,206,0.769230769
8785,0.55,0.8,3,192,3,1,0,0,marketing,1,192,1.454545455
8786,0.98,0.62,3,140,4,0,0,0,marketing,1,105,0.632653061
8787,0.89,0.51,4,141,3,0,0,0,sales,1,188,0.573033708
8788,0.67,0.83,3,220,3,0,0,0,sales,1,220,1.23880597
