,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,attrition_rate
6993,0.5,0.88,4,172,4,0,0,0,support,2,0.29333333333333333,1.76
6994,0.7,0.55,4,233,2,0,0,0,support,2,0.3666666666666667,0.7857142857142858
6995,0.18,0.46,5,202,4,0,0,0,support,2,0.19166666666666668,2.555555555555556
6996,0.77,0.55,5,255,2,0,0,0,support,2,0.4583333333333333,0.7142857142857143
6997,0.78,0.61,3,257,3,0,0,0,support,2,0.20333333333333334,0.782051282051282
6998,0.54,0.77,3,185,3,0,0,0,support,2,0.25666666666666665,1.4259259259259258
6999,0.9,0.69,3,231,4,0,0,0,support,2,0.1725,0.7666666666666666
7000,0.56,0.76,3,207,2,0,0,0,support,2,0.38000000000000006,1.357142857142857
7001,0.63,0.81,3,215,3,0,0,0,support,2,0.27,1.2857142857142858
7002,0.68,0.75,5,243,3,1,0,0,support,1,0.625,1.102941176470588
7003,0.96,0.54,3,198,3,0,0,0,support,1,0.27,0.5625000000000001
7004,0.85,0.87,6,232,6,0,0,0,technical,1,0.435,1.0235294117647058
7005,0.82,0.66,4,150,3,0,0,0,technical,1,0.44,0.8048780487804879
7006,0.44,0.39,2,188,3,0,0,0,technical,1,0.13,0.8863636363636364
7007,0.86,0.97,4,155,3,0,0,0,management,1,0.6466666666666666,1.127906976744186
7008,0.56,0.68,3,109,3,0,0,0,IT,1,0.34,1.2142857142857142
7009,0.69,0.94,3,170,3,0,0,0,IT,0,0.94,1.3623188405797102
7010,0.91,0.85,5,214,2,0,0,0,IT,1,1.0625,0.934065934065934
7011,0.99,0.94,3,244,3,0,0,0,IT,0,0.94,0.9494949494949495
7012,0.76,0.84,5,137,4,0,0,0,IT,0,1.05,1.1052631578947367
7013,0.63,0.67,5,250,2,0,0,0,product_mng,1,0.8375,1.0634920634920635
7014,0.21,0.62,4,247,3,1,0,0,product_mng,1,0.41333333333333333,2.9523809523809526
7015,0.63,0.43,2,222,4,0,0,0,product_mng,0,0.215,0.6825396825396826
7016,0.58,0.51,2,100,2,0,0,0,product_mng,1,0.255,0.8793103448275863
7017,0.52,0.84,4,212,3,0,0,0,IT,2,0.3733333333333333,1.6153846153846152
7018,0.89,0.64,3,184,5,0,0,0,RandD,0,0.384,0.7191011235955056
7019,0.81,0.81,4,177,3,0,0,0,RandD,2,0.36000000000000004,1.0
7020,0.62,0.73,3,138,3,0,0,0,RandD,2,0.24333333333333332,1.1774193548387097
7021,0.83,0.5,4,167,3,1,0,0,RandD,2,0.2222222222222222,0.6024096385542169
7022,0.85,0.99,3,201,3,0,0,0,RandD,2,0.32999999999999996,1.1647058823529413
7023,0.52,0.61,5,162,3,0,0,0,marketing,0,1.0166666666666666,1.173076923076923
7024,0.57,0.97,5,126,5,0,0,0,sales,2,0.3233333333333333,1.7017543859649125
7025,0.93,1.0,4,145,3,0,0,0,accounting,2,0.4444444444444444,1.075268817204301
7026,0.78,0.89,3,211,3,0,0,0,support,2,0.29666666666666663,1.141025641025641
7027,0.65,0.59,3,167,2,0,0,0,technical,0,0.885,0.9076923076923076
7028,0.42,0.74,5,256,6,0,0,0,management,2,0.20555555555555557,1.7619047619047619
7029,0.22,0.61,6,237,5,0,0,0,marketing,0,0.732,2.7727272727272725
7030,0.71,0.96,5,135,4,1,0,0,marketing,1,0.6,1.352112676056338
7031,0.44,0.68,5,209,4,0,0,0,marketing,2,0.2833333333333334,1.5454545454545456
7032,0.6,0.52,4,190,3,0,0,0,sales,2,0.23111111111111113,0.8666666666666667
7033,0.68,0.61,3,134,4,0,0,0,sales,2,0.1525,0.8970588235294117
7034,0.53,0.41,2,148,2,1,0,0,sales,2,0.13666666666666666,0.7735849056603773
7035,0.8,0.82,4,202,3,0,0,0,sales,1,0.5466666666666666,1.025
7036,0.97,0.82,4,176,2,0,0,0,sales,1,0.82,0.845360824742268
7037,0.47,0.47,2,221,6,0,0,0,sales,1,0.07833333333333332,1.0
7038,0.96,0.93,3,156,3,0,0,0,sales,1,0.465,0.9687500000000001
7039,0.81,0.45,6,98,3,0,0,0,sales,1,0.45,0.5555555555555556
7040,0.86,0.65,4,134,4,0,0,0,sales,1,0.325,0.7558139534883721
7041,0.59,0.82,4,203,4,1,0,0,sales,1,0.41,1.3898305084745763
7042,0.53,0.97,3,189,3,0,0,0,sales,1,0.48500000000000004,1.8301886792452828
7043,0.57,0.86,3,258,2,0,0,0,sales,1,0.645,1.5087719298245614
7044,0.7,0.48,4,237,3,0,0,0,sales,1,0.32,0.6857142857142857
7045,0.58,0.59,4,224,3,0,0,0,sales,0,0.7866666666666666,1.0172413793103448
7046,0.43,0.86,5,125,3,1,0,0,sales,1,0.7166666666666667,2.0
7047,0.92,0.82,4,207,4,0,0,0,sales,1,0.41,0.8913043478260869
7048,0.24,0.7,5,194,3,0,0,0,sales,1,0.5833333333333334,2.9166666666666665
7049,0.67,0.52,3,273,3,0,0,0,sales,1,0.26,0.7761194029850746
7050,0.68,0.84,3,209,3,0,0,0,sales,0,0.84,1.2352941176470587
7051,0.54,0.75,3,181,3,0,0,0,accounting,1,0.375,1.3888888888888888
7052,0.73,0.63,3,172,4,1,0,0,accounting,1,0.23625000000000002,0.863013698630137
7053,0.59,0.41,4,139,3,0,0,0,accounting,1,0.2733333333333333,0.6949152542372882
7054,0.22,0.64,6,260,4,0,0,0,hr,0,0.96,2.909090909090909
7055,0.49,0.83,3,168,4,1,0,0,hr,1,0.31124999999999997,1.693877551020408
7056,0.91,1.0,6,242,3,1,0,0,hr,2,0.6666666666666666,1.0989010989010988
7057,0.18,0.97,4,206,3,0,0,0,hr,0,1.2933333333333332,5.388888888888889
7058,0.71,0.41,5,107,4,0,0,0,technical,2,0.1708333333333333,0.5774647887323944
7059,0.56,0.66,5,216,2,0,0,0,technical,0,1.6500000000000001,1.1785714285714286
7060,0.84,0.62,4,152,3,0,0,0,technical,2,0.27555555555555555,0.7380952380952381
7061,0.59,0.49,5,122,5,0,0,0,technical,2,0.16333333333333336,0.8305084745762712
7062,0.88,0.62,4,138,3,0,0,0,technical,2,0.27555555555555555,0.7045454545454546
7063,0.8,0.52,3,182,2,0,0,0,technical,2,0.26,0.65
7064,0.53,0.63,3,205,2,0,0,0,technical,2,0.315,1.1886792452830188
7065,0.53,0.83,3,267,4,0,0,0,technical,2,0.2075,1.5660377358490565
7066,0.3,0.67,3,150,2,0,0,0,technical,2,0.335,2.2333333333333334
7067,0.91,0.7,4,134,2,0,0,0,technical,2,0.4666666666666666,0.7692307692307692
7068,0.32,0.66,5,116,5,1,0,0,technical,0,0.66,2.0625
7069,0.73,0.87,3,181,3,0,0,0,support,1,0.435,1.1917808219178083
7070,0.87,0.54,3,268,3,0,0,0,support,2,0.18000000000000002,0.6206896551724138
7071,0.57,0.73,3,129,3,0,0,0,support,2,0.24333333333333332,1.280701754385965
7072,0.62,0.94,3,151,4,0,0,0,support,2,0.235,1.5161290322580645
7073,0.55,0.91,3,243,4,0,0,0,support,2,0.2275,1.6545454545454545
7074,0.93,0.57,5,143,2,0,0,0,support,2,0.4749999999999999,0.6129032258064515
7075,0.3,0.47,6,156,2,1,0,0,support,2,0.47,1.5666666666666667
7076,0.57,0.7,3,210,2,0,0,0,support,2,0.3499999999999999,1.2280701754385965
7077,0.9,0.85,4,279,6,0,0,0,support,2,0.18888888888888888,0.9444444444444444
7078,0.83,0.79,4,270,3,1,0,0,support,2,0.35111111111111115,0.9518072289156627
7079,0.38,0.64,5,160,3,0,0,0,support,0,1.0666666666666667,1.6842105263157894
7080,0.97,0.95,4,173,2,0,0,0,technical,1,0.95,0.979381443298969
7081,0.7,1.0,4,261,3,0,0,0,technical,1,0.6666666666666666,1.4285714285714286
7082,0.26,0.73,4,178,6,0,0,0,technical,1,0.24333333333333332,2.8076923076923075
7083,0.58,0.58,3,122,3,0,0,0,management,0,0.58,1.0
7084,0.69,0.57,5,227,4,0,0,0,IT,1,0.35624999999999996,0.8260869565217391
7085,0.88,0.6,2,168,3,0,0,0,IT,1,0.19999999999999998,0.6818181818181818
7086,0.57,0.91,4,252,4,0,0,0,IT,1,0.455,1.5964912280701757
7087,0.94,0.8,5,170,4,0,0,0,IT,0,1.0,0.8510638297872342
7088,0.94,0.58,3,135,3,0,0,0,IT,1,0.29,0.6170212765957447
7089,0.46,0.49,5,286,5,0,0,0,product_mng,1,0.24500000000000002,1.0652173913043477
7090,0.49,0.57,2,213,3,1,0,0,product_mng,1,0.18999999999999997,1.163265306122449
7091,0.96,1.0,5,148,3,0,0,0,product_mng,1,0.8333333333333334,1.0416666666666667
7092,0.29,0.95,5,117,4,0,0,0,product_mng,1,0.59375,3.2758620689655173
7093,0.94,0.69,3,164,2,0,0,0,IT,1,0.5175,0.7340425531914894
7094,0.56,0.64,3,262,2,1,0,0,RandD,1,0.48,1.1428571428571428
7095,0.18,0.49,5,250,5,1,0,0,RandD,2,0.16333333333333336,2.7222222222222223
7096,0.84,0.83,4,222,3,0,0,0,RandD,2,0.3688888888888889,0.9880952380952381
7097,0.58,0.96,3,192,4,0,0,0,RandD,2,0.24,1.6551724137931034
7098,0.21,0.6,5,151,6,0,0,0,RandD,2,0.16666666666666666,2.857142857142857
7099,0.59,0.53,4,216,2,0,0,0,marketing,2,0.35333333333333333,0.8983050847457628
7100,0.66,0.65,3,234,2,0,0,0,marketing,2,0.325,0.9848484848484849
7101,0.58,0.82,4,268,3,0,0,0,sales,2,0.3644444444444444,1.4137931034482758
7102,0.66,0.49,4,194,5,0,0,0,accounting,2,0.13066666666666665,0.7424242424242424
7103,0.56,0.78,3,200,2,0,0,0,support,2,0.38999999999999996,1.3928571428571428
7104,0.92,0.78,3,194,3,0,0,0,technical,2,0.26,0.8478260869565217
7105,0.56,0.69,3,176,3,0,0,0,management,2,0.22999999999999998,1.232142857142857
7106,0.57,0.59,4,158,3,0,0,0,marketing,2,0.2622222222222222,1.0350877192982457
7107,0.99,0.79,3,271,4,0,0,0,marketing,0,0.5925,0.797979797979798
7108,0.76,0.93,4,187,4,0,0,0,marketing,1,0.465,1.223684210526316
7109,0.78,0.91,4,202,2,0,0,0,sales,2,0.6066666666666667,1.1666666666666667
7110,0.99,0.48,5,202,2,0,0,0,sales,2,0.39999999999999997,0.48484848484848486
7111,0.71,0.95,6,204,3,1,0,0,sales,2,0.6333333333333333,1.3380281690140845
7112,0.51,0.96,4,204,3,1,0,0,sales,2,0.42666666666666664,1.8823529411764706
7113,0.88,0.82,3,244,3,0,0,0,sales,1,0.41,0.9318181818181818
7114,0.96,0.83,3,234,3,0,0,0,sales,1,0.415,0.8645833333333334
7115,0.9,0.64,4,217,3,0,0,0,sales,1,0.4266666666666667,0.7111111111111111
7116,0.77,0.51,4,142,4,0,0,0,sales,1,0.255,0.6623376623376623
7117,0.95,0.5,4,186,3,1,0,0,sales,1,0.3333333333333333,0.5263157894736842
7118,0.85,0.67,3,267,2,1,0,0,sales,1,0.5025000000000001,0.7882352941176471
7119,0.46,0.79,2,108,3,0,0,0,sales,1,0.26333333333333336,1.7173913043478262
7120,0.57,0.95,3,274,4,0,0,0,sales,1,0.35624999999999996,1.6666666666666667
7121,0.93,1.0,3,148,4,0,0,0,sales,1,0.375,1.075268817204301
7122,0.78,0.68,5,168,3,0,0,0,sales,1,0.5666666666666668,0.8717948717948718
7123,0.68,1.0,4,185,2,1,0,0,sales,1,1.0,1.4705882352941175
7124,0.83,0.78,3,257,2,0,0,0,sales,1,0.585,0.9397590361445783
7125,0.56,0.51,5,256,4,1,0,0,sales,1,0.31875,0.9107142857142857
7126,0.93,0.78,2,188,2,0,0,0,sales,1,0.39,0.8387096774193549
7127,0.13,0.53,6,173,4,0,0,0,sales,1,0.3975,4.076923076923077
7128,0.71,0.99,5,208,2,1,0,0,accounting,1,1.2375,1.3943661971830987
7129,0.98,0.74,4,202,3,0,0,0,accounting,1,0.49333333333333335,0.7551020408163265
7130,0.83,0.82,3,134,3,0,0,0,accounting,1,0.41,0.9879518072289156
7131,0.78,0.65,3,154,2,0,0,0,hr,1,0.48750000000000004,0.8333333333333334
7132,0.35,0.58,3,103,3,0,0,0,hr,1,0.29,1.657142857142857
7133,0.67,0.55,4,256,6,0,0,0,hr,1,0.18333333333333335,0.8208955223880597
7134,0.86,0.88,4,274,3,0,0,0,hr,2,0.39111111111111113,1.0232558139534884
7135,0.33,0.61,2,163,3,0,0,0,technical,2,0.13555555555555554,1.8484848484848484
7136,0.3,0.86,6,232,3,0,0,0,technical,2,0.5733333333333334,2.8666666666666667
7137,0.75,0.63,4,268,3,0,0,0,technical,2,0.28,0.84
7138,0.8,0.98,3,209,3,0,0,0,technical,2,0.32666666666666666,1.2249999999999999
7139,0.98,0.53,5,238,3,0,0,0,technical,2,0.2944444444444445,0.5408163265306123
7140,0.72,0.48,3,155,2,0,0,0,technical,2,0.24,0.6666666666666666
7141,0.82,0.52,5,270,3,0,0,0,technical,2,0.2888888888888889,0.6341463414634146
7142,0.91,0.59,3,134,2,1,0,0,technical,2,0.295,0.6483516483516483
7143,0.84,0.78,3,221,3,1,0,0,technical,2,0.26,0.9285714285714286
7144,0.95,0.74,4,258,3,0,0,0,technical,2,0.3288888888888889,0.7789473684210526
7145,0.53,0.51,6,272,5,0,0,0,technical,2,0.20400000000000001,0.9622641509433962
7146,0.5,0.5,4,184,3,0,0,0,support,0,0.6666666666666666,1.0
7147,0.36,0.95,6,276,2,0,0,0,support,1,1.4249999999999998,2.638888888888889
7148,0.33,0.38,4,186,3,0,0,0,support,2,0.1688888888888889,1.1515151515151514
7149,0.38,0.47,3,189,5,0,0,0,support,2,0.094,1.2368421052631577
7150,0.7,0.9,3,224,3,0,0,0,support,2,0.30000000000000004,1.2857142857142858
7151,0.44,0.45,6,237,6,0,0,0,support,2,0.15000000000000002,1.0227272727272727
7152,0.32,0.66,3,144,2,0,0,0,support,1,0.495,2.0625
7153,0.63,0.93,6,171,3,1,0,0,support,1,0.93,1.4761904761904763
7154,0.56,0.54,3,232,2,0,0,0,support,1,0.405,0.9642857142857143
7155,0.56,0.78,4,193,2,1,0,0,support,1,0.78,1.3928571428571428
7156,0.81,0.78,3,166,2,0,0,0,support,1,0.585,0.9629629629629629
7157,0.89,0.75,3,167,2,0,0,0,technical,1,0.5625,0.8426966292134831
7158,0.63,0.87,2,101,3,0,0,0,technical,1,0.29,1.380952380952381
7159,0.64,0.66,5,266,3,0,0,0,technical,1,0.55,1.03125
7160,0.46,0.53,3,135,2,0,0,0,management,1,0.3975,1.1521739130434783
7161,0.76,0.56,4,137,3,0,0,0,IT,1,0.37333333333333335,0.736842105263158
7162,0.99,0.71,3,191,3,0,0,0,IT,1,0.355,0.7171717171717171
7163,0.85,0.76,4,262,2,0,0,0,IT,1,0.76,0.8941176470588236
7164,0.78,0.99,3,174,3,0,0,0,IT,1,0.49499999999999994,1.2692307692307692
7165,0.91,0.56,4,241,2,0,0,0,IT,1,0.56,0.6153846153846154
7166,0.16,0.57,5,144,4,1,0,0,product_mng,1,0.35624999999999996,3.5624999999999996
7167,0.71,0.57,3,218,3,0,0,0,product_mng,1,0.285,0.8028169014084506
7168,0.92,0.68,5,210,2,0,0,0,product_mng,1,0.8500000000000001,0.7391304347826088
7169,0.21,0.98,6,208,5,1,0,0,product_mng,1,0.588,4.666666666666667
7170,0.74,0.6,3,232,3,0,0,0,IT,1,0.3,0.8108108108108107
7171,0.76,0.6,3,140,2,0,0,0,RandD,1,0.44999999999999996,0.7894736842105263
7172,0.62,0.95,3,189,4,0,0,0,RandD,1,0.35624999999999996,1.532258064516129
7173,1.0,0.61,5,264,3,0,0,0,RandD,2,0.33888888888888885,0.61
7174,0.67,0.54,5,157,2,0,0,0,RandD,2,0.45,0.8059701492537313
7175,0.81,0.87,4,161,2,0,0,0,RandD,2,0.58,1.074074074074074
7176,0.84,0.69,4,149,3,0,0,0,marketing,2,0.30666666666666664,0.8214285714285714
7177,0.84,0.99,3,144,4,0,0,0,sales,2,0.24749999999999997,1.1785714285714286
7178,0.97,0.97,4,242,2,0,0,0,accounting,2,0.6466666666666666,1.0
7179,0.7,0.5,6,214,5,0,0,0,support,2,0.2,0.7142857142857143
7180,0.52,0.74,4,174,3,0,0,0,technical,2,0.3288888888888889,1.423076923076923
7181,0.46,0.88,5,169,3,0,0,0,management,2,0.48888888888888893,1.9130434782608694
7182,1.0,0.87,4,268,2,0,0,0,marketing,2,0.58,0.87
7183,0.91,0.58,3,257,3,0,0,0,marketing,2,0.1933333333333333,0.6373626373626373
7184,0.16,0.69,4,187,5,0,0,0,marketing,2,0.184,4.3125
7185,0.58,0.62,5,270,2,0,0,0,sales,0,1.55,1.0689655172413794
7186,0.75,0.61,5,173,4,0,0,0,sales,1,0.38125,0.8133333333333334
7187,0.96,0.62,6,193,4,0,0,0,sales,2,0.31,0.6458333333333334
7188,0.92,0.78,4,212,2,0,0,0,sales,2,0.52,0.8478260869565217
7189,0.35,0.63,3,156,3,0,0,0,sales,2,0.21000000000000002,1.8
7190,0.56,0.96,3,244,3,0,0,0,sales,2,0.32,1.714285714285714
7191,0.27,0.96,3,255,4,0,0,0,sales,1,0.36,3.5555555555555554
7192,0.66,0.72,5,152,3,1,0,0,sales,1,0.6,1.0909090909090908
7193,0.66,0.98,4,163,3,1,0,0,sales,1,0.6533333333333333,1.4848484848484849
7194,0.98,0.69,3,150,2,0,0,0,sales,1,0.5175,0.7040816326530612
7195,0.51,0.58,4,169,2,0,0,0,sales,1,0.58,1.1372549019607843
7196,0.51,0.83,3,133,3,0,0,0,sales,1,0.415,1.6274509803921569
7197,0.53,0.94,4,202,3,1,0,0,sales,1,0.6266666666666666,1.7735849056603772
7198,0.69,0.7,4,169,2,0,0,0,sales,1,0.7,1.0144927536231885
7199,0.66,0.74,4,270,2,1,0,0,sales,1,0.74,1.121212121212121
7200,0.89,0.76,3,251,2,1,0,0,sales,1,0.5700000000000001,0.8539325842696629
7201,0.74,0.64,3,267,5,0,0,0,sales,1,0.192,0.8648648648648649
7202,0.82,0.75,4,224,3,0,0,0,sales,1,0.5,0.9146341463414634
7203,0.66,0.9,3,250,2,0,0,0,sales,1,0.675,1.3636363636363635
7204,0.59,0.97,3,258,2,0,0,0,accounting,1,0.7275,1.6440677966101696
7205,0.13,0.65,2,209,5,0,0,0,accounting,1,0.13,5.0
7206,0.68,0.74,4,215,3,0,0,0,accounting,1,0.49333333333333335,1.088235294117647
7207,0.5,0.81,3,183,3,0,0,0,hr,1,0.405,1.62
7208,0.6,0.82,3,143,3,0,0,0,hr,1,0.41,1.3666666666666667
7209,0.87,0.98,3,174,3,0,0,0,hr,1,0.49,1.1264367816091954
7210,0.51,0.89,6,170,4,0,0,0,hr,1,0.6675,1.7450980392156863
7211,0.78,0.63,3,202,2,0,0,0,technical,1,0.47250000000000003,0.8076923076923077
7212,0.66,0.96,4,160,2,0,0,0,technical,2,0.64,1.4545454545454544
7213,0.72,0.73,5,211,2,0,0,0,technical,2,0.6083333333333333,1.0138888888888888
7214,0.57,0.98,3,236,3,1,0,0,technical,2,0.32666666666666666,1.719298245614035
7215,0.5,0.49,4,236,3,0,0,0,technical,2,0.21777777777777776,0.98
7216,0.72,0.62,4,252,2,1,0,0,technical,2,0.41333333333333333,0.8611111111111112
7217,0.41,0.48,3,155,2,1,0,0,technical,2,0.24,1.170731707317073
7218,0.55,0.65,5,138,2,0,0,0,technical,2,0.5416666666666666,1.1818181818181817
7219,0.49,0.94,4,195,3,1,0,0,technical,2,0.41777777777777775,1.9183673469387754
7220,0.8,0.94,3,150,3,0,0,0,technical,2,0.3133333333333333,1.1749999999999998
7221,0.78,0.51,3,172,3,0,0,0,technical,2,0.17,0.6538461538461539
7222,0.69,0.56,3,240,2,0,0,0,support,2,0.28,0.8115942028985509
7223,0.83,0.98,3,229,6,0,0,0,support,2,0.16333333333333333,1.180722891566265
7224,0.89,0.73,3,169,3,0,0,0,support,0,0.73,0.8202247191011236
7225,0.94,0.82,3,246,3,0,0,0,support,1,0.41,0.8723404255319149
7226,0.51,0.53,4,260,2,1,0,0,support,2,0.35333333333333333,1.0392156862745099
7227,0.89,0.9,4,101,6,0,0,0,support,2,0.2,1.0112359550561798
7228,0.99,0.69,3,190,3,0,0,0,support,2,0.22999999999999998,0.6969696969696969
7229,0.79,0.66,3,154,4,0,0,0,support,2,0.165,0.8354430379746836
7230,0.98,0.97,4,196,4,0,0,0,support,1,0.485,0.9897959183673469
7231,0.98,0.97,3,209,3,0,0,0,support,1,0.48500000000000004,0.9897959183673469
7232,0.97,0.67,4,223,3,0,0,0,support,1,0.4466666666666667,0.6907216494845362
7233,0.71,0.71,4,221,3,0,0,0,technical,1,0.47333333333333333,1.0
7234,0.49,0.6,4,141,3,0,0,0,technical,1,0.39999999999999997,1.2244897959183674
7235,0.72,0.71,3,135,3,0,0,0,technical,1,0.355,0.986111111111111
7236,0.58,0.61,2,191,3,1,0,0,management,1,0.20333333333333334,1.0517241379310345
7237,0.65,1.0,4,195,3,0,0,0,IT,1,0.6666666666666666,1.5384615384615383
7238,0.18,0.55,5,217,4,0,0,0,IT,1,0.34375,3.055555555555556
7239,0.83,0.99,4,184,3,0,0,0,IT,1,0.66,1.1927710843373494
7240,0.2,0.76,5,188,3,0,0,0,IT,1,0.6333333333333333,3.8
7241,0.96,0.93,6,240,6,0,0,0,IT,1,0.465,0.9687500000000001
7242,0.59,0.69,4,226,3,0,0,0,product_mng,1,0.45999999999999996,1.1694915254237288
7243,0.97,0.99,3,196,3,0,0,0,product_mng,1,0.49499999999999994,1.0206185567010309
7244,0.14,0.99,6,251,4,0,0,0,product_mng,1,0.7424999999999999,7.07142857142857
7245,0.75,0.96,4,150,2,0,0,0,product_mng,1,0.96,1.28
7246,0.71,0.63,3,249,3,0,0,0,IT,1,0.315,0.8873239436619719
7247,0.84,0.52,4,251,3,0,0,0,RandD,1,0.3466666666666667,0.6190476190476191
7248,0.57,0.75,5,252,3,0,0,0,RandD,2,0.4166666666666667,1.3157894736842106
7249,0.46,0.55,5,261,5,0,0,0,RandD,2,0.18333333333333332,1.1956521739130435
7250,0.77,0.94,4,225,2,0,0,0,RandD,2,0.6266666666666666,1.2207792207792207
7251,0.44,0.65,2,151,3,0,0,0,RandD,2,0.14444444444444446,1.4772727272727273
7252,0.68,0.59,4,147,2,0,0,0,marketing,2,0.3933333333333333,0.8676470588235293
7253,0.94,0.58,4,159,3,0,0,0,sales,2,0.2577777777777778,0.6170212765957447
7254,0.73,0.91,4,241,2,1,0,0,accounting,2,0.6066666666666667,1.2465753424657535
7255,0.51,0.5,5,176,5,0,0,0,support,2,0.16666666666666666,0.9803921568627451
7256,0.93,0.87,4,218,4,0,0,0,technical,2,0.29,0.9354838709677419
7257,0.74,1.0,4,219,3,0,0,0,management,2,0.4444444444444444,1.3513513513513513
7258,0.82,0.9,3,227,3,0,0,0,marketing,2,0.30000000000000004,1.0975609756097562
7259,0.86,0.91,4,182,2,0,0,0,marketing,2,0.6066666666666667,1.058139534883721
7260,0.99,0.86,4,196,2,1,0,0,marketing,0,1.72,0.8686868686868687
7261,0.58,0.86,4,257,3,0,0,0,sales,1,0.5733333333333334,1.4827586206896552
7262,0.96,0.6,5,182,5,0,0,0,sales,2,0.2,0.625
7263,0.72,0.67,4,192,3,0,0,0,sales,2,0.2977777777777778,0.9305555555555557
7264,0.23,0.94,4,142,4,0,0,0,sales,2,0.3133333333333333,4.08695652173913
7265,0.99,0.79,4,172,2,0,0,0,sales,2,0.5266666666666667,0.797979797979798
7266,0.95,0.58,4,188,3,0,0,0,sales,1,0.38666666666666666,0.6105263157894737
7267,0.75,0.55,5,281,3,1,0,0,sales,1,0.4583333333333333,0.7333333333333334
7268,0.95,0.54,4,255,2,0,0,0,sales,1,0.54,0.568421052631579
7269,0.97,0.84,3,223,3,0,0,0,sales,1,0.42,0.865979381443299
7270,0.98,0.86,2,219,4,0,0,0,sales,1,0.215,0.8775510204081632
7271,0.79,0.98,3,195,2,0,0,0,sales,1,0.735,1.240506329113924
7272,0.54,0.91,2,156,3,0,0,0,sales,1,0.30333333333333334,1.6851851851851851
7273,0.51,0.51,5,259,4,0,0,0,sales,1,0.31875,1.0
7274,0.83,0.91,4,266,3,1,0,0,sales,1,0.6066666666666667,1.0963855421686748
7275,0.6,0.7,3,147,2,0,0,0,sales,1,0.5249999999999999,1.1666666666666667
7276,0.58,0.83,4,207,3,0,0,0,sales,1,0.5533333333333333,1.4310344827586208
7277,0.55,0.68,3,185,2,0,0,0,sales,1,0.51,1.2363636363636363
7278,0.5,0.64,5,195,2,0,0,0,sales,1,0.8,1.28
7279,0.46,0.41,6,148,4,0,0,0,sales,1,0.3075,0.8913043478260869
7280,0.61,0.82,3,157,2,0,0,0,accounting,1,0.615,1.3442622950819672
7281,0.91,0.98,4,146,3,0,0,0,accounting,1,0.6533333333333333,1.0769230769230769
7282,0.5,0.94,3,262,4,0,0,0,accounting,1,0.3525,1.88
7283,0.75,0.82,3,169,3,0,0,0,hr,1,0.41,1.0933333333333333
7284,0.74,0.87,3,192,3,1,0,0,hr,1,0.435,1.1756756756756757
7285,0.62,0.53,4,147,2,0,0,0,hr,1,0.53,0.8548387096774194
7286,0.87,0.76,5,254,2,1,0,0,hr,1,0.95,0.8735632183908046
7287,0.13,0.72,3,244,4,0,0,0,technical,2,0.18000000000000002,5.538461538461538
7288,0.71,0.43,2,100,6,0,0,0,technical,2,0.04777777777777778,0.6056338028169014
7289,0.7,0.9,3,173,2,0,0,0,technical,2,0.45,1.2857142857142858
7290,0.32,0.87,2,197,2,1,0,0,technical,2,0.29,2.71875
7291,0.84,0.72,3,256,4,0,0,0,technical,2,0.18000000000000002,0.8571428571428571
7292,0.79,0.87,4,253,2,0,0,0,technical,2,0.58,1.10126582278481
7293,0.97,0.64,4,152,2,0,0,0,technical,2,0.4266666666666667,0.6597938144329897
7294,0.76,0.58,5,136,3,0,0,0,technical,2,0.3222222222222222,0.763157894736842
7295,0.97,0.63,3,141,3,0,0,0,technical,2,0.21000000000000002,0.6494845360824743
7296,0.53,0.4,5,212,3,1,0,0,technical,2,0.2222222222222222,0.7547169811320755
7297,0.61,0.57,4,144,3,0,0,0,technical,2,0.2533333333333333,0.9344262295081966
7298,0.94,0.89,2,118,4,0,0,0,support,2,0.14833333333333334,0.946808510638298
7299,0.52,0.79,5,265,3,1,0,0,support,0,1.3166666666666667,1.5192307692307692
7300,0.91,0.67,3,143,3,0,0,0,support,1,0.335,0.7362637362637363
7301,0.52,0.63,3,230,2,0,0,0,support,2,0.315,1.2115384615384615
7302,0.59,0.68,5,243,2,0,0,0,support,2,0.5666666666666668,1.152542372881356
7303,0.61,0.71,3,152,4,1,0,0,support,2,0.1775,1.1639344262295082
7304,0.78,0.78,3,252,3,0,0,0,support,2,0.26,1.0
7305,0.44,0.67,3,113,2,0,0,0,support,1,0.5025000000000001,1.5227272727272727
7306,0.8,0.97,4,259,2,0,0,0,support,1,0.97,1.2125
7307,0.54,0.6,4,139,5,0,0,0,support,1,0.24,1.111111111111111
7308,0.96,0.91,4,228,3,1,0,0,support,1,0.6066666666666667,0.9479166666666667
7309,0.98,0.49,4,214,3,0,0,0,technical,1,0.32666666666666666,0.5
7310,0.83,0.91,4,210,4,0,0,0,technical,1,0.455,1.0963855421686748
7311,0.64,0.89,4,146,3,0,0,0,technical,1,0.5933333333333334,1.390625
7312,0.51,0.78,3,155,2,0,0,0,management,1,0.585,1.5294117647058825
7313,0.31,0.42,2,169,5,0,0,0,IT,1,0.08399999999999999,1.3548387096774193
7314,0.53,0.68,3,258,3,0,0,0,IT,1,0.34,1.2830188679245282
7315,0.81,0.53,3,258,2,0,0,0,IT,1,0.3975,0.654320987654321
