empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI
8153,0.44,0.54,3,115,3,0,0,0,IT,2,0.18
8154,0.9,0.67,3,165,2,0,0,0,IT,0,1.005
8155,0.75,0.81,3,214,3,0,0,0,IT,1,0.405
8156,0.45,0.75,2,246,2,0,0,0,product_mng,2,0.25
8157,0.42,0.6,2,188,3,0,0,0,product_mng,2,0.133333333
8158,0.99,0.82,3,255,2,0,0,0,product_mng,2,0.41
8159,0.89,0.91,4,190,2,0,0,0,product_mng,2,0.606666667
8160,0.96,0.9,4,164,4,0,0,0,IT,1,0.45
8161,0.5,0.46,3,165,3,0,0,0,RandD,1,0.23
8162,0.59,0.59,3,141,3,0,0,0,RandD,1,0.295
8163,0.57,0.69,3,154,2,0,0,0,RandD,1,0.5175
8164,1,0.87,3,165,2,0,0,0,RandD,1,0.6525
8165,0.6,0.59,5,266,2,0,0,0,RandD,1,0.7375
8166,0.21,0.85,6,235,6,0,0,0,RandD,1,0.425
8167,0.63,0.83,4,159,2,0,0,0,marketing,1,0.83
8168,0.8,0.82,3,218,3,0,0,0,sales,1,0.41
8169,0.51,0.96,3,149,4,0,0,0,accounting,1,0.36
8170,0.89,0.96,5,239,3,0,0,0,support,1,0.8
8171,0.83,0.58,4,225,3,0,0,0,technical,1,0.386666667
8172,0.77,0.74,6,247,3,0,0,0,management,1,0.74
8173,0.79,0.99,4,183,2,0,0,0,marketing,1,0.99
8174,0.63,0.85,5,214,2,0,0,0,marketing,1,1.0625
8175,0.68,0.48,5,113,2,0,0,0,marketing,1,0.6
8176,0.74,0.69,4,244,2,0,0,0,sales,1,0.69
8177,0.49,0.67,6,286,4,0,0,0,sales,1,0.5025
8178,0.46,0.55,3,139,2,0,0,0,sales,2,0.275
8179,0.9,0.91,5,176,3,0,0,0,sales,2,0.505555556
8180,0.7,0.67,5,136,3,0,0,0,sales,2,0.372222222
8181,0.84,0.71,4,222,2,0,0,0,sales,2,0.473333333
8182,0.89,0.77,4,269,4,0,0,0,sales,2,0.256666667
8183,0.59,0.87,4,183,2,0,0,0,sales,2,0.58
8184,0.57,0.72,3,206,3,0,0,0,sales,2,0.24
8185,0.53,0.49,3,158,3,0,0,0,sales,2,0.163333333
8186,0.83,0.89,4,136,3,0,0,0,sales,2,0.395555556
8187,0.51,0.66,4,182,2,0,0,0,sales,2,0.44
8188,0.78,0.61,4,268,3,0,0,0,sales,2,0.271111111
8189,0.52,0.69,3,144,3,0,0,0,sales,2,0.23
8190,0.42,0.5,5,286,4,0,0,0,sales,0,0.625
8191,0.61,0.38,2,268,3,0,0,0,sales,1,0.126666667
8192,0.85,1,3,255,3,0,0,0,sales,2,0.333333333
8193,0.17,0.85,6,245,5,0,0,0,sales,2,0.34
8194,0.79,0.52,3,134,2,1,0,0,sales,2,0.26
8195,0.56,0.98,3,251,3,1,0,0,accounting,2,0.326666667
8196,0.5,0.73,5,165,2,0,0,0,accounting,1,0.9125
8197,0.51,0.53,3,223,2,1,0,0,accounting,1,0.3975
8198,0.77,0.67,4,225,4,0,0,0,hr,1,0.335
8199,0.84,0.9,3,196,3,1,0,0,hr,1,0.45
8200,0.21,0.49,3,253,3,0,0,0,hr,1,0.245
8201,0.65,0.57,5,222,3,0,0,0,hr,1,0.475
8202,0.95,0.87,4,135,3,0,0,0,technical,1,0.58
8203,0.8,0.75,4,217,2,0,0,0,technical,1,0.75
8204,0.77,0.85,5,192,2,0,0,0,technical,1,1.0625
8205,0.57,0.7,3,172,3,0,0,0,technical,1,0.35
8206,0.92,0.55,4,183,3,0,0,0,technical,1,0.366666667
8207,1,0.71,5,186,2,0,0,0,technical,1,0.8875
8208,0.85,0.67,4,163,3,0,0,0,technical,1,0.446666667
8209,0.57,0.8,4,262,3,0,0,0,technical,1,0.533333333
8210,0.66,0.68,3,202,3,0,0,0,technical,1,0.34
8211,0.85,0.8,4,248,3,0,0,0,technical,1,0.533333333
8212,0.99,0.5,5,214,2,0,0,0,technical,1,0.625
8213,0.91,0.82,4,260,4,0,0,0,support,1,0.41
8214,0.96,0.97,4,260,3,0,0,0,support,1,0.646666667
8215,0.49,0.52,4,251,2,0,0,0,support,1,0.52
8216,0.39,0.85,5,179,5,0,0,0,support,1,0.425
8217,0.87,0.74,4,178,2,1,0,0,support,2,0.493333333
8218,0.19,0.85,6,210,4,0,0,0,support,2,0.425
8219,0.9,0.83,3,273,4,0,0,0,support,2,0.2075
8220,0.5,0.5,5,166,2,0,0,0,support,2,0.416666667
8221,0.7,0.9,5,246,2,0,0,0,support,2,0.75
8222,0.52,0.55,5,192,3,0,0,0,support,2,0.305555556
8223,0.71,0.69,3,274,3,0,0,0,support,2,0.23
8224,0.4,0.41,3,232,3,0,0,0,technical,2,0.136666667
8225,0.96,0.53,3,158,4,0,0,0,technical,2,0.1325
8226,0.86,0.92,5,137,3,0,0,0,technical,2,0.511111111
8227,0.68,0.85,3,209,2,0,0,0,management,2,0.425
8228,0.56,0.64,3,206,2,0,0,0,IT,2,0.32
8229,0.65,0.56,3,230,2,0,0,0,IT,0,0.84
8230,0.98,0.61,5,239,3,0,0,0,IT,1,0.508333333
8231,0.18,0.51,5,159,6,0,0,0,IT,2,0.141666667
8232,0.66,0.65,4,244,2,0,0,0,IT,2,0.433333333
8233,0.14,0.51,5,259,5,0,0,0,product_mng,2,0.17
8234,0.94,0.8,5,245,3,1,0,0,product_mng,2,0.444444444
8235,0.56,1,3,141,2,1,0,0,product_mng,1,0.75
8236,0.56,0.8,5,202,4,0,0,0,product_mng,1,0.5
8237,0.59,0.89,5,143,3,1,0,0,IT,1,0.741666667
8238,0.63,0.62,4,286,5,1,0,0,RandD,1,0.248
8239,0.97,0.88,5,173,3,0,0,0,RandD,1,0.733333333
8240,0.76,0.7,5,195,3,0,0,0,RandD,1,0.583333333
8241,0.85,0.58,4,167,4,0,0,0,RandD,1,0.29
8242,0.23,0.73,5,197,4,1,0,0,RandD,1,0.45625
8243,0.68,0.62,3,255,5,0,0,0,RandD,1,0.186
8244,0.71,0.73,3,274,3,0,0,0,marketing,1,0.365
8245,0.5,0.59,3,192,2,0,0,0,sales,1,0.4425
8246,0.61,0.7,3,225,3,0,0,0,accounting,1,0.35
8247,0.99,0.65,3,209,2,1,0,0,support,1,0.4875
8248,0.97,0.86,5,222,3,0,0,0,technical,1,0.716666667
8249,0.82,0.71,5,208,2,0,0,0,management,1,0.8875
8250,0.72,0.68,5,162,5,0,0,0,marketing,1,0.34
8251,0.53,0.74,3,135,2,0,0,0,marketing,1,0.555
8252,0.55,0.87,4,200,3,0,0,0,marketing,1,0.58
8253,0.52,0.53,4,159,4,0,0,0,sales,1,0.265
8254,0.8,0.81,5,156,2,0,0,0,sales,1,1.0125
8255,0.51,0.95,4,169,3,1,0,0,sales,1,0.633333333
8256,0.66,0.65,4,154,3,0,0,0,sales,2,0.288888889
8257,0.56,0.43,2,169,3,0,0,0,sales,2,0.095555556
8258,0.5,0.84,3,233,3,1,0,0,sales,2,0.28
8259,0.94,0.78,3,218,2,1,0,0,sales,2,0.39
8260,0.42,0.8,4,279,6,0,0,0,sales,2,0.177777778
8261,0.6,0.61,3,195,3,0,0,0,sales,2,0.203333333
8262,0.55,0.71,4,223,3,0,0,0,sales,2,0.315555556
8263,0.76,0.72,3,275,4,1,0,0,sales,2,0.18
8264,0.84,0.74,3,234,3,1,0,0,sales,2,0.246666667
8265,0.33,0.62,4,113,6,0,0,0,sales,2,0.137777778
8266,0.61,0.95,3,133,5,0,0,0,sales,2,0.19
8267,0.91,0.93,5,158,4,0,0,0,sales,2,0.3875
8268,0.73,0.74,4,214,3,0,0,0,sales,0,0.986666667
8269,0.87,0.67,4,272,4,0,0,0,sales,1,0.335
8270,0.38,0.42,2,127,4,0,0,0,sales,2,0.07
8271,0.8,0.51,4,141,3,1,0,0,sales,2,0.226666667
8272,0.69,0.8,5,263,3,1,0,0,accounting,2,0.444444444
8273,0.99,0.92,5,174,5,0,0,0,accounting,2,0.306666667
8274,0.92,0.76,5,246,2,1,0,0,accounting,1,0.95
8275,0.6,0.88,3,201,2,0,0,0,hr,1,0.66
8276,0.89,0.93,3,181,3,0,0,0,hr,1,0.465
8277,0.91,0.93,3,238,2,0,0,0,hr,1,0.6975
8278,0.35,0.52,3,167,2,0,0,0,hr,1,0.39
8279,0.88,0.68,5,224,2,0,0,0,technical,1,0.85
8280,0.66,0.69,3,182,3,1,0,0,technical,1,0.345
8281,0.21,0.55,4,189,2,0,0,0,technical,1,0.55
8282,0.78,0.64,3,169,2,1,0,0,technical,2,0.32
8283,0.21,0.96,4,287,5,0,0,0,technical,2,0.256
8284,0.64,0.94,3,150,2,0,0,0,technical,2,0.47
8285,0.68,0.95,4,146,2,0,0,0,technical,2,0.633333333
8286,0.99,0.87,4,162,4,0,0,0,technical,2,0.29
8287,0.85,0.55,4,158,5,0,0,0,technical,2,0.146666667
8288,0.86,0.51,3,185,2,0,0,0,technical,2,0.255
8289,0.89,0.98,3,214,3,0,0,0,technical,2,0.326666667
8290,0.49,0.85,4,200,3,0,0,0,support,2,0.377777778
8291,0.76,0.97,4,219,2,0,0,0,support,2,0.646666667
8292,0.79,0.87,3,218,3,0,0,0,support,2,0.29
8293,0.89,0.64,4,237,2,0,0,0,support,2,0.426666667
8294,0.34,0.51,3,105,3,0,0,0,support,2,0.17
8295,0.81,0.92,3,251,3,1,0,0,support,2,0.306666667
8296,0.96,0.7,3,227,2,0,0,0,support,2,0.35
8297,0.7,0.87,3,158,2,0,0,0,support,2,0.435
8298,0.92,0.61,4,252,2,0,0,0,support,2,0.406666667
8299,0.5,0.76,4,198,3,0,0,0,support,2,0.337777778
8300,0.75,0.72,2,192,3,0,0,0,support,2,0.16
8301,0.42,0.38,2,139,4,0,0,0,technical,2,0.063333333
8302,0.29,0.4,6,205,3,0,0,0,technical,2,0.266666667
8303,0.91,0.48,3,224,3,0,0,0,technical,2,0.16
8304,0.55,0.97,4,267,4,0,0,0,management,2,0.323333333
8305,0.57,0.81,4,200,3,1,0,0,IT,2,0.36
8306,0.27,0.48,3,97,6,0,0,0,IT,2,0.08
8307,0.7,0.43,6,253,3,0,0,0,IT,0,0.86
8308,0.63,0.68,4,191,2,0,0,0,IT,0,1.36
8309,0.97,0.63,5,199,2,1,0,0,IT,0,1.575
8310,0.28,0.52,3,127,4,0,0,0,product_mng,0,0.39
8311,0.7,0.6,3,187,2,0,0,0,product_mng,0,0.9
8312,0.83,0.51,4,215,3,0,0,0,product_mng,0,0.68
8313,0.22,0.76,4,176,6,1,0,0,product_mng,0,0.506666667
8314,0.55,0.47,3,194,2,0,0,0,IT,0,0.705
8315,0.33,0.77,3,216,3,0,0,0,RandD,0,0.77
8316,0.5,0.78,4,185,3,0,0,0,RandD,0,1.04
8317,0.93,0.88,5,140,3,0,0,0,RandD,0,1.466666667
8318,0.77,0.66,3,260,4,0,0,0,RandD,0,0.495
8319,0.93,0.97,5,137,4,0,0,0,RandD,1,0.60625
8320,0.72,1,4,151,2,0,0,0,RandD,1,1
8321,0.78,0.53,3,152,2,0,0,0,marketing,1,0.3975
8322,0.55,0.75,4,166,2,0,0,0,sales,1,0.75
8323,0.39,0.86,3,261,2,0,0,0,accounting,1,0.645
8324,0.67,0.78,3,235,3,0,0,0,support,1,0.39
8325,0.61,0.89,3,201,2,0,0,0,technical,1,0.6675
8326,0.6,0.69,6,250,5,1,0,0,management,1,0.414
8327,0.48,0.64,4,146,2,0,0,0,marketing,1,0.64
8328,0.75,0.84,4,195,3,0,0,0,marketing,1,0.56
8329,0.87,0.58,4,259,3,0,0,0,marketing,1,0.386666667
8330,0.51,0.54,4,166,4,1,0,0,sales,1,0.27
8331,0.63,0.9,4,188,4,1,0,0,sales,1,0.45
8332,0.6,0.57,3,203,2,0,0,0,sales,1,0.4275
8333,0.7,0.99,3,167,3,0,0,0,sales,1,0.495
8334,0.5,0.99,2,258,3,1,0,0,sales,2,0.22
8335,0.59,0.51,2,126,3,0,0,0,sales,2,0.113333333
8336,0.52,0.39,6,246,4,0,0,0,sales,2,0.195
8337,0.55,0.49,3,205,3,0,0,0,sales,2,0.163333333
8338,0.81,0.62,5,201,3,1,0,0,sales,2,0.344444444
8339,0.94,0.98,4,197,3,0,0,0,sales,2,0.435555556
8340,0.98,0.61,3,272,3,0,0,0,sales,2,0.203333333
8341,0.83,0.84,4,206,2,0,0,0,sales,2,0.56
8342,0.93,0.62,3,184,3,0,0,0,sales,2,0.206666667
8343,0.99,0.54,3,199,2,0,0,0,sales,2,0.27
8344,0.55,0.57,4,220,3,0,0,0,sales,2,0.253333333
8345,0.96,0.83,3,233,3,0,0,0,sales,2,0.276666667
8346,0.28,0.77,3,221,3,0,0,0,sales,0,0.77
8347,0.97,0.6,6,168,5,1,0,0,sales,0,0.72
8348,0.8,0.78,3,251,3,0,0,0,sales,0,0.78
8349,0.75,0.55,2,188,3,0,0,0,accounting,0,0.366666667
8350,0.89,0.88,3,203,3,0,0,0,accounting,0,0.88
8351,0.6,0.76,5,168,2,1,0,0,accounting,0,1.9
8352,0.73,0.98,3,227,2,1,0,0,hr,0,1.47
8353,0.88,0.75,4,159,2,0,0,0,hr,0,1.5
8354,0.5,0.7,3,159,3,0,0,0,hr,1,0.35
8355,0.53,0.78,5,275,5,0,0,0,hr,1,0.39
8356,0.95,0.43,6,283,2,0,0,0,technical,1,0.645
8357,0.94,0.53,5,169,3,0,0,0,technical,1,0.441666667
8358,0.49,0.8,3,227,4,1,0,0,technical,1,0.3
8359,0.59,0.57,3,147,4,0,0,0,technical,1,0.21375
8360,0.51,0.91,3,227,2,0,0,0,technical,1,0.6825
8361,0.66,0.66,4,166,3,0,0,0,technical,1,0.44
8362,0.76,0.94,4,168,6,0,0,0,technical,2,0.208888889
8363,0.12,0.59,3,229,6,0,0,0,technical,2,0.098333333
8364,0.84,0.65,3,134,3,0,0,0,technical,2,0.216666667
8365,0.94,0.81,3,196,3,0,0,0,technical,2,0.27
8366,0.63,0.84,4,181,3,0,0,0,technical,2,0.373333333
8367,0.79,0.99,4,177,3,1,0,0,support,2,0.44
8368,0.85,0.68,3,272,2,1,0,0,support,2,0.34
8369,0.74,0.52,3,213,3,0,0,0,support,2,0.173333333
8370,0.23,0.75,6,220,3,0,0,0,support,2,0.5
8371,0.62,0.51,4,274,2,0,0,0,support,2,0.34
8372,0.36,0.56,6,242,6,0,0,0,support,2,0.186666667
8373,0.7,0.83,4,182,3,0,0,0,support,2,0.368888889
8374,0.57,0.75,5,172,4,0,0,0,support,2,0.3125
8375,0.83,0.99,3,226,3,0,0,0,support,2,0.33
8376,0.71,0.96,3,132,2,0,0,0,support,2,0.48
8377,0.23,0.72,6,121,3,0,0,0,support,2,0.48
8378,0.59,0.69,4,207,2,0,0,0,technical,2,0.46
8379,0.69,0.61,2,141,3,0,0,0,technical,2,0.135555556
8380,0.63,0.81,5,189,3,0,0,0,technical,2,0.45
8381,0.9,0.59,6,269,4,1,0,0,management,2,0.295
8382,0.31,0.57,4,200,4,0,0,0,IT,2,0.19
8383,0.92,0.62,3,199,2,0,0,0,IT,2,0.31
8384,0.96,0.87,4,213,3,0,0,0,IT,2,0.386666667
8385,0.66,0.51,6,105,4,0,0,0,IT,0,0.765
8386,0.48,0.97,4,141,2,0,0,0,IT,1,0.97
8387,0.15,0.55,3,255,3,1,0,0,product_mng,2,0.183333333
8388,0.59,0.79,3,217,4,0,0,0,product_mng,2,0.1975
8389,0.66,0.85,6,165,5,0,0,0,product_mng,2,0.34
8390,0.69,0.92,5,220,2,0,0,0,product_mng,2,0.766666667
8391,0.65,0.79,4,241,4,0,0,0,IT,2,0.263333333
8392,0.58,0.94,5,274,3,0,0,0,RandD,2,0.522222222
8393,0.72,0.57,4,224,4,0,0,0,RandD,2,0.19
8394,0.65,0.99,5,240,5,0,0,0,RandD,2,0.33
8395,0.63,0.77,5,210,3,0,0,0,RandD,2,0.427777778
8396,0.55,0.87,3,215,2,0,0,0,RandD,2,0.435
8397,0.74,0.56,4,254,2,0,0,0,marketing,1,0.56
8398,0.58,0.84,4,150,4,1,0,0,sales,1,0.42
8399,0.71,0.72,4,177,3,0,0,0,accounting,1,0.48
8400,0.83,0.37,5,101,4,1,0,0,support,1,0.23125
8401,0.63,0.52,3,183,2,0,0,0,technical,1,0.39
8402,0.56,0.61,3,224,3,0,0,0,management,1,0.305
8403,0.88,0.55,3,263,3,0,0,0,marketing,1,0.275
8404,0.82,0.55,3,207,2,0,0,0,marketing,0,0.825
8405,0.69,0.72,3,243,3,0,0,0,marketing,1,0.36
8406,0.57,0.54,3,157,4,1,0,0,sales,0,0.405
8407,0.75,0.69,3,242,3,0,0,0,sales,0,0.69
8408,0.6,0.98,4,265,2,0,0,0,sales,1,0.98
8409,0.96,0.92,3,196,4,0,0,0,sales,1,0.345
8410,0.75,0.67,4,135,2,0,0,0,sales,0,1.34
8411,1,0.61,6,270,3,0,0,0,sales,1,0.61
8412,0.92,0.97,4,201,2,0,0,0,sales,2,0.646666667
8413,0.84,0.93,5,225,4,0,0,0,sales,0,1.1625
8414,0.82,0.77,4,205,3,0,0,0,sales,2,0.342222222
8415,0.74,0.42,3,131,3,0,0,0,sales,2,0.14
8416,0.21,0.39,2,118,4,0,0,0,sales,2,0.065
8417,0.62,0.64,5,187,3,0,0,0,sales,2,0.355555556
8418,0.54,0.48,3,275,2,0,0,0,sales,0,0.72
8419,0.55,0.97,5,125,4,0,0,0,sales,2,0.404166667
8420,0.84,0.55,4,270,3,1,0,0,sales,2,0.244444444
8421,0.61,0.56,2,123,2,0,0,0,sales,2,0.186666667
8422,0.64,0.53,3,281,3,0,0,0,sales,0,0.53
8423,0.92,0.51,3,223,2,0,0,0,sales,2,0.255
8424,0.86,0.87,3,268,2,0,0,0,sales,0,1.305
8425,0.6,0.74,4,174,3,0,0,0,accounting,1,0.493333333
8426,0.86,0.92,3,162,3,1,0,0,accounting,2,0.306666667
8427,0.55,0.51,3,192,3,0,0,0,accounting,2,0.17
8428,0.54,0.58,4,178,3,0,0,0,hr,2,0.257777778
8429,0.49,0.9,3,250,2,0,0,0,hr,2,0.45
8430,0.98,0.72,3,262,4,0,0,0,hr,1,0.27
8431,0.55,0.55,5,194,3,1,0,0,hr,1,0.458333333
8432,0.64,0.5,3,146,3,0,0,0,technical,1,0.25
8433,0.54,0.53,4,245,2,0,0,0,technical,1,0.53
8434,0.58,0.45,3,131,2,0,0,0,technical,1,0.3375
8435,0.57,0.37,3,108,4,0,0,0,technical,1,0.13875
8436,0.65,0.64,5,206,3,0,0,0,technical,1,0.533333333
8437,0.6,0.4,3,146,4,1,0,0,technical,1,0.15
8438,0.59,0.45,2,171,2,0,0,0,technical,1,0.225
8439,0.77,0.5,4,173,2,1,0,0,technical,1,0.5
8440,0.55,0.49,5,240,3,0,0,0,technical,0,0.816666667
8441,0.5,0.6,4,199,2,0,0,0,technical,1,0.6
8442,0.43,0.77,3,237,3,1,0,0,technical,1,0.385
8443,0.58,0.84,3,258,4,0,0,0,support,1,0.315
8444,0.66,0.68,4,269,3,1,0,0,support,1,0.453333333
8445,0.7,0.8,5,245,4,0,0,0,support,0,1
8446,0.82,0.54,4,164,3,0,0,0,support,1,0.36
8447,0.49,0.49,4,256,3,1,0,0,support,1,0.326666667
8448,0.99,0.79,4,213,3,0,0,0,support,1,0.526666667
8449,0.96,0.73,3,193,3,1,0,0,support,0,0.73
8450,0.7,0.57,3,179,2,0,0,0,support,1,0.4275
8451,0.22,0.89,6,278,5,1,0,0,support,2,0.356
8452,0.91,0.52,3,256,2,0,0,0,support,0,0.78
8453,0.18,0.76,5,173,4,0,0,0,support,2,0.316666667
8454,0.84,0.68,4,179,3,0,0,0,technical,0,0.906666667
8455,0.66,0.38,4,145,5,0,0,0,technical,2,0.101333333
8456,0.49,0.65,3,168,4,0,0,0,technical,2,0.1625
8457,0.88,0.89,4,213,3,0,0,0,management,2,0.395555556
8458,0.69,0.91,6,150,5,0,0,0,IT,2,0.364
8459,0.83,0.75,3,262,3,0,0,0,IT,2,0.25
8460,0.56,0.84,4,149,4,1,0,0,IT,2,0.28
8461,0.95,0.77,5,139,2,0,0,0,IT,2,0.641666667
8462,0.56,1,3,272,2,0,0,0,IT,2,0.5
8463,0.93,0.73,3,252,4,0,0,0,product_mng,0,0.5475
8464,0.84,0.52,3,232,4,0,0,0,product_mng,1,0.195
8465,0.84,0.48,3,266,2,0,0,0,product_mng,2,0.24
8466,0.52,0.65,4,264,3,0,0,0,product_mng,2,0.288888889
8467,0.98,0.8,4,142,2,0,0,0,IT,2,0.533333333
8468,0.66,0.64,5,208,4,0,0,0,RandD,2,0.266666667
8469,0.92,0.49,5,178,2,1,0,0,RandD,2,0.408333333
8470,0.71,0.8,5,192,3,0,0,0,RandD,2,0.444444444
8471,0.65,0.92,4,242,2,0,0,0,RandD,2,0.613333333
8472,0.23,0.47,4,277,5,0,0,0,RandD,2,0.125333333
8473,0.71,0.97,3,173,2,1,0,0,marketing,2,0.485
8474,0.21,0.65,4,276,6,0,0,0,marketing,0,0.433333333
8475,0.7,0.72,2,189,3,0,0,0,sales,1,0.24
8476,0.9,0.5,4,139,2,0,0,0,accounting,1,0.5
8477,0.6,0.52,5,140,3,0,0,0,support,1,0.433333333
8478,0.58,0.63,5,191,3,1,0,0,technical,0,1.05
8479,0.73,0.72,5,178,2,0,0,0,management,1,0.9
8480,0.56,0.67,4,184,3,0,0,0,marketing,1,0.446666667
8481,0.97,0.57,3,144,3,0,0,0,marketing,1,0.285
8482,0.92,0.91,3,160,2,0,0,0,marketing,0,1.365
8483,0.77,0.68,3,225,2,0,0,0,sales,1,0.51
8484,0.97,0.81,5,266,2,0,0,0,sales,1,1.0125
8485,0.7,0.69,5,154,2,0,0,0,sales,1,0.8625
8486,0.78,0.82,4,142,2,1,0,0,sales,1,0.82
8487,0.77,0.87,3,207,4,1,0,0,sales,1,0.32625
8488,0.66,0.53,4,162,3,0,0,0,sales,1,0.353333333
8489,0.25,0.98,6,287,5,1,0,0,sales,1,0.588
8490,0.89,0.87,2,270,6,1,0,0,sales,2,0.096666667
8491,0.15,0.66,5,160,4,1,0,0,sales,2,0.275
8492,0.26,0.91,6,113,2,0,0,0,sales,2,0.91
8493,0.74,0.58,4,178,4,0,0,0,sales,2,0.193333333
8494,0.52,0.83,3,153,2,0,0,0,sales,2,0.415
8495,0.95,0.62,4,255,2,0,0,0,sales,2,0.413333333
8496,0.66,0.82,4,257,3,1,0,0,sales,2,0.364444444
8497,0.79,0.66,4,243,3,0,0,0,sales,2,0.293333333
8498,0.98,0.94,3,179,3,0,0,0,sales,2,0.313333333
8499,0.4,0.37,3,123,2,0,0,0,sales,2,0.185
8500,1,0.68,3,132,2,0,0,0,sales,2,0.34
8501,0.71,0.79,3,134,3,0,0,0,sales,2,0.263333333
8502,0.48,0.45,3,277,2,1,0,0,accounting,0,0.675
8503,0.76,1,5,265,2,0,0,0,accounting,1,1.25
8504,0.61,0.62,4,269,4,0,0,0,accounting,2,0.206666667
8505,0.74,0.9,4,156,4,0,0,0,hr,2,0.3
8506,0.24,0.94,6,237,5,0,0,0,hr,2,0.376
8507,0.79,0.97,3,271,2,0,0,0,hr,2,0.485
8508,0.75,0.98,3,206,2,0,0,0,hr,1,0.735
8509,0.6,0.98,4,192,3,0,0,0,technical,1,0.653333333
8510,0.72,0.95,4,230,3,0,0,0,technical,1,0.633333333
8511,1,0.6,4,261,3,0,0,0,technical,1,0.4
8512,0.55,0.88,3,173,3,1,0,0,technical,1,0.44
8513,0.3,0.98,2,109,4,1,0,0,technical,1,0.245
8514,0.89,0.59,3,247,4,0,0,0,technical,1,0.22125
8515,0.84,0.84,5,163,3,0,0,0,technical,1,0.7
8516,0.67,0.64,4,149,4,0,0,0,technical,1,0.32
8517,0.15,0.48,6,218,6,0,0,0,technical,1,0.24
8518,0.59,0.75,4,194,2,0,0,0,technical,1,0.75
8519,0.5,0.59,4,157,2,0,0,0,technical,1,0.59
8520,0.23,0.68,5,244,3,0,0,0,support,1,0.566666667
8521,0.95,0.58,5,169,2,0,0,0,support,1,0.725
8522,0.31,0.53,2,146,3,1,0,0,support,1,0.176666667
8523,0.47,0.55,5,207,3,0,0,0,support,1,0.458333333
8524,0.26,0.95,3,195,5,0,0,0,support,1,0.285
8525,0.55,0.64,6,148,4,0,0,0,support,1,0.48
8526,0.89,0.58,3,272,2,0,0,0,support,1,0.435
8527,0.88,0.68,3,185,2,0,0,0,support,1,0.51
8528,0.98,0.62,5,260,2,1,0,0,support,1,0.775
8529,0.96,0.48,3,182,2,1,0,0,support,2,0.24
8530,0.85,0.65,3,195,3,0,0,0,support,2,0.216666667
8531,0.96,0.85,3,168,3,0,0,0,technical,2,0.283333333
8532,0.85,0.88,3,198,4,1,0,0,technical,2,0.22
8533,0.59,0.93,5,172,2,0,0,0,technical,2,0.775
8534,0.51,0.5,4,216,2,1,0,0,management,2,0.333333333
8535,0.5,0.75,3,232,2,0,0,0,IT,2,0.375
8536,0.53,0.59,3,148,3,0,0,0,IT,2,0.196666667
8537,0.44,0.83,4,210,2,0,0,0,IT,2,0.553333333
8538,0.99,0.55,3,197,2,0,0,0,IT,2,0.275
8539,0.73,0.83,4,241,3,0,0,0,IT,2,0.368888889
8540,0.51,0.71,5,154,2,0,0,0,product_mng,2,0.591666667
8541,0.5,0.84,3,259,2,0,0,0,product_mng,0,1.26
8542,0.52,0.76,4,106,2,1,0,0,product_mng,1,0.76
8543,0.74,0.74,5,262,2,0,0,0,product_mng,2,0.616666667
8544,0.69,0.89,2,202,2,0,0,0,IT,2,0.296666667
8545,0.22,0.65,5,174,5,1,0,0,RandD,2,0.216666667
8546,0.49,0.89,4,240,2,0,0,0,RandD,2,0.593333333
8547,0.7,0.57,5,247,3,0,0,0,RandD,1,0.475
8548,0.68,0.63,4,148,3,0,0,0,RandD,1,0.42
8549,0.66,0.84,5,187,2,1,0,0,RandD,1,1.05
8550,0.99,0.58,4,183,3,0,0,0,marketing,1,0.386666667
8551,0.88,0.59,4,240,2,0,0,0,sales,1,0.59
8552,0.2,0.54,4,149,3,0,0,0,accounting,1,0.36
8553,0.56,0.44,2,130,3,0,0,0,support,1,0.146666667
8554,0.68,0.85,4,203,2,0,0,0,technical,1,0.85
8555,0.85,0.6,3,218,3,0,0,0,management,1,0.3
8556,0.95,0.95,4,204,3,1,0,0,marketing,1,0.633333333
8557,0.6,0.77,4,163,3,1,0,0,marketing,1,0.513333333
8558,0.61,0.53,4,183,3,0,0,0,marketing,1,0.353333333
8559,0.55,0.55,4,211,4,0,0,0,sales,1,0.275
8560,0.64,0.78,5,156,5,1,0,0,sales,1,0.39
8561,0.64,0.6,3,196,3,0,0,0,sales,1,0.3
8562,0.87,0.54,4,162,2,0,0,0,sales,1,0.54
8563,0.2,0.9,3,218,4,0,0,0,sales,1,0.3375
8564,0.99,0.64,4,135,2,1,0,0,sales,1,0.64
8565,0.96,0.7,2,273,3,0,0,0,sales,1,0.233333333
8566,0.53,0.65,3,241,3,0,0,0,sales,1,0.325
8567,0.7,0.39,6,285,4,0,0,0,sales,1,0.2925
8568,0.68,0.61,6,236,3,0,0,0,sales,2,0.406666667
8569,0.96,0.48,4,222,3,0,0,0,sales,2,0.213333333
8570,0.64,0.64,4,242,3,0,0,0,sales,2,0.284444444
8571,0.86,0.65,5,166,3,0,0,0,sales,2,0.361111111
8572,0.87,0.84,3,172,3,0,0,0,sales,2,0.28
8573,0.53,0.56,4,249,2,0,0,0,sales,2,0.373333333
8574,0.72,0.98,4,180,2,0,0,0,sales,2,0.653333333
8575,0.83,0.59,4,197,4,0,0,0,sales,2,0.196666667
