ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
374,10,0,2,129,2,8,3,1,0,374,1,1,62,2,1,7,3,2,704,1081,1,0,0,5,0,3,0,0,7,1,2,7,5,0,7
375,31,0,2,728,1,6,2,4,0,375,1,1,1,1,2,0,2,2,1133,581,8,0,0,13,1,2,0,0,26,2,2,5,2,0,0
376,33,0,2,670,2,13,1,1,0,376,2,0,57,2,1,7,3,1,653,736,4,0,0,0,0,2,0,1,18,2,1,7,7,0,7
377,18,0,2,146,1,1,2,1,0,377,3,0,66,2,0,6,2,1,200,569,4,0,0,2,0,1,0,1,6,3,2,2,2,2,2
378,16,1,0,797,2,18,2,2,0,378,0,1,37,3,1,7,3,2,712,143,8,0,1,2,0,1,0,0,9,3,1,5,2,0,4
379,37,0,2,759,1,1,2,1,0,379,2,0,67,2,3,3,3,2,1241,1234,2,0,1,2,0,2,0,0,30,2,2,5,4,1,2
380,6,0,2,803,2,9,3,2,0,380,3,0,47,2,1,7,2,0,522,227,1,0,1,1,0,3,0,1,5,2,3,5,2,0,3
381,12,0,2,68,2,1,0,5,0,381,2,1,42,2,0,8,1,1,185,889,1,0,0,7,0,0,0,1,1,3,2,1,0,0,0
382,8,1,1,300,1,2,0,5,0,382,2,1,43,2,0,6,0,2,349,264,0,0,0,11,1,2,0,0,7,2,2,6,4,0,4
383,4,0,2,99,1,10,2,3,0,383,0,0,13,2,0,6,1,1,105,1302,1,0,0,2,0,3,0,1,2,1,2,2,1,1,2
384,18,0,2,45,2,1,1,3,0,384,1,1,31,1,2,7,2,1,950,94,1,0,0,2,0,1,0,2,10,2,2,10,9,9,0
385,12,1,1,224,1,3,2,5,0,385,2,1,10,2,0,6,3,2,116,75,9,0,1,12,1,2,0,0,3,4,2,1,0,0,0
386,19,0,2,627,1,13,2,1,0,386,3,0,65,2,0,2,0,0,338,1420,1,0,0,1,0,2,0,1,18,2,1,18,7,12,17
387,22,0,2,422,2,1,1,2,0,387,3,0,16,2,1,7,1,0,776,1188,7,0,0,1,0,2,0,2,8,5,2,5,4,1,3
388,24,0,2,67,1,0,3,1,0,388,1,0,65,2,0,2,0,0,212,1070,3,0,0,5,0,1,0,1,8,5,2,5,2,1,2
389,19,0,2,755,1,9,3,1,0,389,2,1,19,2,1,4,1,2,508,1103,2,0,1,1,0,3,0,0,18,2,1,1,0,0,1
390,25,0,2,556,1,11,2,1,0,390,0,1,29,1,3,5,1,0,1212,132,1,0,0,0,0,2,0,1,25,3,2,25,10,3,9
391,22,0,2,284,1,1,2,3,0,391,1,0,48,1,1,2,2,1,396,658,6,0,0,11,1,1,0,1,20,3,2,1,0,0,0
392,36,0,2,459,1,4,1,3,0,392,0,1,56,2,4,5,0,1,1321,377,4,0,0,0,0,2,0,1,24,4,1,4,2,1,2
393,16,0,0,812,2,3,3,2,0,393,2,0,42,2,1,7,2,1,868,618,9,0,0,4,0,0,0,1,6,3,2,3,2,1,2
394,13,0,2,237,1,6,1,3,0,394,1,0,1,2,1,4,0,1,531,113,1,0,0,1,0,1,0,1,13,5,0,13,10,3,12
395,25,0,1,136,1,20,2,3,0,395,3,1,31,2,0,2,3,1,106,756,7,0,0,9,1,0,0,1,8,1,2,3,2,1,2
396,25,0,2,871,1,7,3,4,0,396,2,0,44,2,1,0,2,0,576,7,4,0,1,3,0,3,0,0,8,3,2,5,2,0,2
397,7,0,2,500,2,3,1,1,0,397,1,0,69,1,1,7,3,2,570,584,1,0,1,0,0,1,0,0,5,3,2,5,4,1,3
398,19,0,0,600,1,24,4,3,0,398,1,0,42,2,1,6,2,1,564,1275,3,0,1,4,0,0,0,2,15,2,2,13,11,10,7
399,13,0,2,146,1,0,1,1,0,399,3,1,68,1,0,2,0,1,98,818,1,0,0,1,0,2,0,1,4,3,2,4,2,3,2
400,21,0,1,697,1,0,0,1,0,400,1,1,22,2,4,3,2,0,1312,359,1,0,1,3,0,2,0,1,21,3,2,21,8,1,6
401,38,0,1,509,2,5,2,1,0,401,2,0,56,3,3,7,0,1,1172,933,9,0,0,0,0,3,0,3,36,0,1,7,7,7,7
402,12,0,2,609,2,11,2,5,0,402,1,0,53,2,1,7,2,2,874,1003,0,0,0,0,0,1,0,0,6,6,2,5,4,4,4
403,23,0,2,348,2,0,2,2,0,403,1,1,19,3,2,7,0,1,989,1005,1,0,0,5,0,2,0,1,10,2,2,10,7,0,7
404,10,0,2,752,1,16,1,3,0,404,2,1,49,2,1,2,0,0,586,664,1,0,0,1,0,3,0,1,10,2,2,10,0,1,8
405,7,1,2,380,1,2,2,3,0,405,0,1,61,2,0,2,0,1,479,432,5,0,0,2,0,2,0,1,6,5,2,2,2,0,2
406,34,0,2,141,1,2,2,3,0,406,3,1,9,1,2,4,2,1,970,1008,2,0,1,3,0,2,0,0,28,4,2,5,4,0,4
407,27,0,2,60,1,9,1,1,0,407,0,1,39,2,0,6,3,1,231,442,3,0,0,10,1,3,0,2,8,3,1,2,2,0,2
408,34,0,2,880,1,3,1,1,0,408,3,0,0,2,3,3,3,1,1236,488,2,0,0,2,0,3,0,0,31,2,0,5,2,1,4
409,24,0,1,270,1,28,1,1,0,409,0,0,62,2,1,6,2,0,585,629,2,0,0,0,0,1,0,1,19,3,2,5,4,0,2
410,12,0,2,139,1,1,2,1,0,410,2,0,13,0,1,4,3,2,815,1323,2,0,0,9,1,2,0,0,11,2,2,5,4,0,2
411,42,0,2,197,1,6,2,1,0,411,0,0,11,2,4,3,0,1,1330,99,5,0,0,0,0,3,0,0,33,5,0,28,8,11,10
412,28,0,2,878,1,17,2,3,0,412,2,0,57,2,1,4,2,0,635,1396,2,0,0,3,0,2,0,1,19,5,1,10,7,0,8
413,24,0,1,800,1,27,3,5,0,413,3,0,58,1,1,0,3,1,577,135,0,0,0,0,0,3,0,3,7,4,3,6,5,0,4
414,6,1,2,855,2,0,0,5,0,414,0,0,32,2,0,8,1,2,362,1151,1,0,1,5,0,1,0,0,6,4,2,5,3,1,4
415,16,1,1,123,2,5,1,2,0,415,3,0,3,0,0,8,2,0,148,595,0,0,0,5,0,3,0,1,3,3,1,2,2,1,0
416,20,0,1,880,1,1,1,1,0,416,3,1,12,2,0,2,3,1,26,586,1,0,1,12,1,2,0,1,1,3,2,1,0,0,0
417,22,0,2,825,2,1,3,1,0,417,2,0,49,2,4,3,2,1,1280,634,0,0,0,3,0,3,0,0,21,2,2,20,15,1,12
418,8,0,2,787,1,22,2,1,0,418,0,0,60,2,0,6,3,0,308,49,1,0,0,11,1,1,0,2,3,3,0,3,2,0,2
419,12,0,0,826,1,2,2,1,0,419,2,1,23,2,0,2,3,1,65,850,4,0,0,4,0,2,0,1,9,3,0,5,3,1,4
420,11,0,2,559,1,2,3,3,0,420,1,1,63,1,2,5,2,1,1152,1127,1,0,0,7,0,2,0,0,10,2,2,10,2,0,7
421,11,1,2,190,1,24,4,5,0,421,2,0,41,1,0,6,1,1,202,936,5,0,0,5,0,1,0,0,6,2,3,2,2,1,1
422,1,1,2,243,0,1,1,5,0,422,0,1,22,1,0,1,3,2,207,942,1,0,0,1,0,2,0,0,1,3,3,1,0,0,0
423,12,0,0,825,2,21,3,4,0,423,2,0,39,2,2,7,0,1,991,38,0,0,0,0,0,2,0,0,10,3,2,9,8,7,8
424,39,0,2,75,2,28,2,2,0,424,0,1,26,1,3,3,3,0,1210,1162,3,0,0,1,0,2,0,1,32,3,1,1,0,0,0
425,32,0,2,623,1,28,3,1,0,425,1,1,58,1,3,3,2,1,1255,428,0,0,0,4,0,1,0,1,28,2,2,27,10,15,7
426,12,0,0,633,1,1,2,3,0,426,2,0,19,2,0,2,3,2,207,304,0,0,0,3,0,2,0,0,12,2,1,11,7,6,7
427,42,0,1,885,2,27,2,2,0,427,2,0,50,1,2,7,0,1,1083,36,4,0,0,8,0,3,0,0,22,5,3,18,13,13,11
428,29,0,2,557,1,1,1,3,0,428,0,0,35,2,1,4,3,0,673,314,5,0,0,2,0,2,0,3,20,2,2,5,0,0,4
429,28,0,2,573,1,1,2,1,0,429,0,1,21,2,3,5,2,1,1277,11,6,0,0,2,0,2,0,0,26,2,0,3,2,0,1
430,17,0,2,30,1,21,2,1,0,430,3,1,16,0,0,2,2,2,514,981,0,0,0,4,0,2,0,0,6,2,2,5,4,4,3
431,36,0,2,280,1,7,3,1,0,431,2,0,12,2,1,2,2,2,444,1249,7,0,0,0,0,2,0,0,19,3,2,1,0,0,0
432,16,0,2,754,1,1,3,1,0,432,3,1,32,1,0,6,2,0,269,370,3,0,0,1,0,2,0,1,14,3,2,7,3,5,7
433,28,0,2,639,2,9,2,2,0,433,2,0,64,1,2,7,3,1,1023,553,2,0,1,8,0,2,0,1,15,3,2,3,2,1,2
434,13,0,2,737,1,8,0,1,0,434,2,1,3,2,2,4,1,0,1110,716,1,0,0,14,1,3,0,1,13,6,3,13,8,0,8
435,15,1,2,740,1,14,0,3,0,435,1,1,26,2,2,3,2,1,1194,1316,7,0,1,1,0,3,0,0,15,2,3,7,6,7,7
436,15,1,2,308,1,9,0,3,0,436,0,1,8,0,0,2,3,0,387,273,7,0,0,2,0,0,0,3,8,2,2,4,3,1,3
437,12,0,2,193,2,6,0,2,0,437,3,1,27,2,0,8,1,2,332,939,0,0,0,3,0,0,0,0,4,3,2,3,2,1,2
438,17,0,2,739,1,15,2,1,0,438,3,1,42,2,2,0,2,1,952,711,4,0,1,1,0,2,0,0,10,2,2,8,7,0,0
439,13,1,1,271,1,19,2,1,0,439,0,1,36,2,2,0,2,1,1057,1212,3,0,0,1,0,0,0,0,12,2,2,1,0,0,0
440,16,1,1,560,0,22,2,0,0,440,1,0,13,2,2,1,0,0,1065,550,9,0,1,4,0,2,0,3,11,2,2,3,2,0,2
441,24,0,1,872,1,4,1,4,0,441,1,1,67,2,0,2,2,1,63,423,4,0,0,6,0,3,0,1,8,4,2,2,2,2,0
442,18,0,0,341,2,9,3,3,0,442,1,1,2,2,2,7,3,2,1067,759,1,0,0,3,0,3,0,0,10,3,1,10,3,9,7
443,4,1,1,800,1,3,0,5,0,443,2,1,69,1,0,2,2,2,454,414,5,0,0,5,0,2,0,0,4,3,2,2,2,1,2
444,30,0,2,44,2,1,4,2,0,444,1,0,7,2,1,7,3,1,483,1012,2,0,0,3,0,0,0,1,14,2,2,9,7,6,7
445,37,0,2,634,2,17,4,1,0,445,0,0,53,2,3,3,1,2,1248,456,3,0,0,12,1,3,0,0,37,2,2,10,9,7,7
446,23,0,0,108,2,9,1,1,0,446,3,1,26,2,1,7,3,2,832,657,7,0,0,3,0,3,0,0,16,3,2,14,3,1,10
447,17,0,2,331,2,0,2,2,0,447,1,1,55,2,1,7,2,1,612,950,9,0,0,0,0,2,0,0,15,2,2,11,9,6,9
448,22,0,2,127,1,5,2,1,0,448,1,0,45,2,3,4,2,2,1174,1058,7,0,0,4,0,2,0,0,22,3,2,20,6,5,13
449,21,0,1,213,1,7,0,1,0,449,2,0,18,2,0,2,2,1,441,916,1,0,0,0,0,0,0,1,8,3,2,8,3,0,7
450,13,0,2,463,2,1,0,1,0,450,1,1,47,2,1,7,3,2,876,367,4,0,1,2,0,2,0,0,10,2,3,6,5,0,5
451,24,0,2,141,1,23,2,3,0,451,3,1,26,2,2,4,0,1,937,285,1,0,1,10,1,3,0,1,10,5,1,10,9,5,8
452,27,0,2,290,2,1,2,4,0,452,3,1,31,2,1,7,1,1,633,816,0,0,0,8,0,1,0,1,9,3,3,8,7,3,7
453,8,1,1,198,0,16,3,1,0,453,1,0,28,2,0,1,2,0,262,1206,0,0,1,0,0,1,0,1,8,2,1,7,7,1,0
454,11,0,2,86,1,18,2,5,0,454,3,1,4,2,1,4,3,0,523,1194,4,0,0,1,0,1,0,2,8,2,3,3,2,1,2
455,15,0,2,517,1,0,4,3,0,455,0,0,65,3,3,5,2,0,1229,1191,4,0,0,8,0,2,0,1,10,2,2,6,1,0,5
456,13,0,2,380,2,6,2,1,0,456,2,1,14,1,2,3,3,0,1143,1345,9,0,0,10,1,2,0,1,10,3,1,5,4,0,1
457,0,1,1,756,2,4,2,2,0,457,1,1,39,2,0,8,1,2,30,355,1,0,1,3,0,3,0,0,0,3,2,0,0,0,0
458,22,0,0,619,2,27,2,4,0,458,2,1,28,0,2,7,0,0,1130,543,3,0,0,4,0,2,0,1,20,2,2,1,0,0,1
459,23,0,0,257,1,1,3,4,0,459,0,0,32,1,1,0,2,2,902,3,2,0,1,6,0,0,0,0,10,3,2,8,7,0,7
460,8,0,2,431,2,28,1,3,0,460,0,1,15,2,1,7,2,0,531,124,5,0,0,1,0,0,0,2,8,5,2,0,0,0,0
461,17,0,2,63,2,0,2,3,0,461,0,0,50,2,1,7,2,2,642,272,1,0,0,5,0,3,0,0,5,3,2,5,4,0,3
462,16,0,2,102,2,20,3,1,0,462,3,1,44,3,1,7,3,2,719,1033,1,0,0,1,0,3,0,0,10,3,2,10,7,5,7
463,8,1,2,231,1,23,2,5,0,463,2,1,36,0,0,2,3,2,143,1231,1,0,1,7,0,1,0,0,1,3,0,1,0,0,0
464,19,0,2,445,1,0,2,5,0,464,1,0,29,2,2,4,3,2,944,1274,4,0,0,6,0,3,0,0,12,3,3,6,5,1,2
465,28,0,1,584,1,17,0,3,0,465,0,0,56,2,2,0,2,1,1106,404,5,0,0,0,0,3,0,0,28,3,1,2,2,1,2
466,23,0,2,739,2,1,4,1,0,466,1,0,61,2,3,3,0,1,1237,210,7,0,0,5,0,1,0,1,22,2,2,18,16,11,8
467,19,0,0,28,2,8,3,3,0,467,0,1,39,2,2,7,1,0,1011,1318,1,0,0,2,0,3,0,1,9,6,2,9,5,7,7
468,34,0,2,540,1,5,1,5,0,468,3,1,48,2,1,6,0,0,760,1159,3,0,1,1,0,1,0,2,18,3,2,10,9,6,9
469,14,1,0,872,2,10,3,4,0,469,3,1,30,3,1,7,2,1,611,1278,8,0,0,1,0,3,0,0,6,2,2,4,2,1,2
470,6,0,1,272,2,23,2,3,0,470,3,1,8,2,0,8,3,1,165,198,0,0,0,2,0,2,0,2,3,3,2,2,2,2,1
471,20,0,2,882,1,9,2,3,0,471,2,0,46,2,1,0,2,1,1057,1168,3,0,0,8,0,2,0,1,18,4,2,1,0,0,0
472,19,0,2,215,1,0,3,1,0,472,1,0,35,2,1,4,1,1,858,781,6,0,0,1,0,1,0,1,8,2,1,6,5,4,3
473,31,0,2,716,1,17,3,1,0,473,3,1,28,1,4,5,2,0,1325,5,1,0,1,6,0,2,0,1,31,5,2,30,9,0,9
474,6,0,2,382,1,22,2,3,0,474,1,1,59,3,0,6,3,1,260,1132,1,0,1,0,0,1,0,2,6,3,2,6,5,1,4
475,8,0,2,390,2,27,1,2,0,475,0,1,36,2,1,7,1,1,836,316,1,0,0,9,1,3,0,2,6,5,3,5,3,1,4
476,6,0,2,460,1,16,1,4,0,476,3,1,64,1,0,2,1,1,73,411,1,0,0,10,1,3,0,1,1,2,2,1,0,0,0
477,32,0,1,717,0,2,2,3,0,477,0,1,69,2,4,3,1,1,1283,348,1,0,0,0,0,2,0,1,32,2,2,31,5,10,7
478,7,0,2,333,2,12,0,3,0,478,1,1,10,2,0,8,2,1,64,1399,1,0,0,0,0,2,0,0,7,1,2,7,4,0,6
479,6,1,1,745,1,6,2,1,0,479,0,0,25,2,0,2,2,1,308,701,1,0,1,5,0,3,0,1,6,4,2,6,3,1,2
480,12,1,1,217,2,11,3,1,0,480,1,1,44,1,0,8,0,1,44,720,1,0,0,7,0,2,0,1,1,2,3,1,0,0,0
481,16,0,2,100,1,0,1,1,0,481,1,1,53,1,0,6,3,1,421,1204,1,0,1,2,0,3,0,1,6,3,2,6,5,1,3
482,13,1,2,798,2,12,3,3,0,482,1,1,16,2,1,7,0,0,515,549,2,0,0,6,0,2,0,0,9,2,0,3,1,1,2
483,17,0,2,274,1,24,1,4,0,483,0,1,24,1,1,2,3,2,428,693,4,0,0,3,0,3,0,0,9,3,2,3,2,0,2
484,13,0,2,263,2,5,3,3,0,484,0,1,36,3,1,7,3,0,742,251,4,0,0,11,1,3,0,2,13,4,3,7,7,5,7
485,9,0,2,444,1,5,3,3,0,485,0,0,36,1,0,6,2,0,90,164,0,0,0,1,0,2,0,2,6,5,1,5,3,0,3
486,19,0,2,287,2,1,2,2,0,486,3,1,45,2,1,7,2,1,1041,46,4,0,1,0,0,2,0,1,17,3,1,3,0,1,0
487,2,0,2,542,1,0,2,1,0,487,3,0,53,1,0,6,1,2,294,561,1,0,0,2,0,3,0,0,1,0,3,1,0,0,0
488,24,0,2,333,1,1,3,1,0,488,2,0,51,2,1,0,3,1,491,218,1,0,0,2,0,1,0,2,10,4,2,10,2,2,2
489,25,0,2,434,1,5,3,4,0,489,1,1,20,1,3,5,3,0,1240,26,4,0,1,3,0,2,0,1,21,3,1,1,0,0,0
490,20,0,2,164,1,0,0,1,0,490,2,0,13,2,0,6,0,2,223,723,3,0,0,6,0,3,0,0,8,3,1,0,0,0,0
491,25,0,1,569,1,8,4,3,0,491,3,1,42,2,1,2,2,0,773,1009,3,0,1,2,0,1,0,1,10,3,2,8,7,4,7
492,30,0,2,710,1,0,3,1,0,492,3,0,10,1,3,3,0,1,1220,921,7,0,0,0,0,0,0,1,21,3,0,3,2,0,2
493,26,0,2,631,0,0,3,1,0,493,0,0,20,1,1,1,2,2,808,1418,4,0,0,0,0,1,0,0,10,1,3,2,2,0,2
494,16,0,2,70,2,13,2,5,0,494,2,0,1,2,0,8,2,0,213,40,1,0,1,7,0,3,0,2,8,3,2,8,2,0,6
495,9,1,2,837,2,1,0,2,0,495,2,1,55,2,0,8,0,0,340,826,0,0,0,0,0,1,0,1,5,3,2,4,3,0,2
496,3,0,2,784,2,21,0,5,0,496,2,1,19,2,0,8,2,2,395,1304,1,0,0,0,0,2,0,0,3,2,2,3,2,1,2
497,26,0,2,762,1,2,3,4,0,497,3,1,5,2,4,3,3,1,1326,429,4,0,1,1,0,0,0,1,26,2,3,2,2,0,1
498,4,0,2,322,1,5,0,3,0,498,0,1,39,2,0,6,2,1,270,589,0,0,0,9,1,3,0,0,3,3,2,2,2,2,2
499,15,0,2,695,2,7,3,2,0,499,2,1,9,2,1,7,2,0,925,1062,0,0,0,1,0,3,0,0,6,3,2,5,0,1,2
500,14,0,2,349,1,8,3,1,0,500,0,0,62,2,1,6,3,1,841,925,1,0,1,1,0,3,0,1,6,2,1,6,4,0,5
501,12,0,1,42,1,2,2,3,0,501,2,0,41,2,0,6,2,0,58,1196,1,0,0,9,1,2,0,1,1,2,2,1,0,0,0
502,35,0,2,89,2,0,0,3,0,502,3,0,4,2,1,7,0,2,988,320,7,0,0,9,1,3,0,0,18,2,3,14,7,8,10
503,16,0,2,824,1,0,4,1,0,503,1,1,12,2,0,6,3,1,245,328,1,0,0,1,0,3,0,1,10,4,1,10,9,8,8
504,27,1,1,131,2,25,3,1,0,504,0,0,70,2,1,7,0,1,527,212,2,0,0,3,0,3,0,2,5,4,2,1,1,0,0
505,8,0,2,563,1,5,2,1,0,505,2,0,41,2,0,2,3,1,234,907,1,0,1,2,0,2,0,1,3,2,2,3,2,0,2
506,19,0,2,239,1,2,2,4,0,506,2,1,6,2,2,4,2,1,1035,440,1,0,0,4,0,2,0,1,10,2,2,10,7,7,8
507,11,0,2,669,2,2,1,3,0,507,1,0,32,2,1,7,2,1,758,80,1,0,0,3,0,0,0,1,6,5,1,6,0,1,2
508,17,0,2,577,1,5,3,1,0,508,1,1,52,0,1,6,3,2,882,993,1,0,0,2,0,1,0,0,17,3,2,17,11,11,8
509,15,0,1,749,1,5,2,1,0,509,2,1,0,2,1,0,3,0,959,187,3,0,0,12,1,2,0,1,15,2,0,13,11,4,7
510,36,0,2,185,0,18,3,3,0,510,2,1,58,2,2,1,1,1,1115,274,2,0,0,4,0,2,0,1,16,1,3,9,7,7,1
511,18,0,2,511,1,8,1,3,0,511,1,1,18,1,1,4,1,0,1013,685,2,0,1,0,0,2,0,1,13,2,2,3,2,0,2
512,9,0,2,632,1,2,3,3,0,512,0,1,24,1,0,6,3,2,47,751,0,0,0,2,0,3,0,0,5,0,2,4,2,1,1
513,2,1,2,797,1,9,0,3,0,513,3,1,2,2,0,6,2,2,0,1426,1,0,1,0,0,3,0,0,1,5,2,1,0,1,1
514,15,1,1,607,1,2,2,1,0,514,0,1,40,2,0,6,0,2,381,59,1,0,1,0,0,0,0,0,10,3,2,10,8,9,7
515,17,0,0,407,1,2,2,1,0,515,2,1,11,1,0,2,2,1,13,855,1,0,0,7,0,2,0,2,1,3,2,1,0,0,0
516,5,0,2,495,1,3,2,3,0,516,0,1,28,3,0,6,0,1,290,379,2,0,0,5,0,0,0,1,5,3,3,3,2,0,2
517,7,0,2,453,2,7,2,1,0,517,3,1,27,3,1,7,1,1,640,778,0,0,0,11,1,2,0,1,4,4,2,3,2,1,2
518,20,0,2,92,2,6,3,2,0,518,3,0,16,1,1,7,3,2,478,339,0,0,0,9,1,0,0,0,8,2,2,7,7,0,5
519,11,0,1,450,1,0,3,1,0,519,1,1,46,0,0,6,3,0,258,968,1,0,0,7,0,3,0,1,10,5,2,10,7,2,8
520,30,0,2,456,2,1,0,2,0,520,1,1,26,3,1,7,1,1,978,945,3,0,0,1,0,3,0,0,12,3,2,2,2,2,2
521,9,0,1,832,2,2,0,3,0,521,3,0,41,3,1,7,3,0,600,848,1,0,1,9,1,1,0,2,6,3,2,6,5,0,4
522,19,0,2,704,1,9,1,1,0,522,3,1,50,3,0,6,3,2,607,755,3,0,0,6,0,0,0,0,4,2,2,1,0,0,0
523,32,0,2,689,1,27,0,3,0,523,3,1,44,3,0,2,2,1,367,63,1,0,1,0,0,2,0,3,20,3,2,20,8,3,8
524,16,0,2,851,1,8,2,3,0,524,3,0,16,1,2,0,1,2,1000,900,1,0,0,3,0,1,0,0,9,3,3,8,7,7,7
525,6,1,2,384,2,2,1,1,0,525,0,0,35,2,1,7,2,2,589,1321,9,0,0,3,0,0,0,0,4,3,2,2,2,2,0
526,21,0,2,190,1,1,3,5,0,526,3,0,50,1,1,0,2,2,583,1090,1,0,0,0,0,0,0,0,20,4,2,20,7,11,10
527,14,0,2,521,2,9,2,2,0,527,3,1,25,2,1,7,3,2,731,1137,1,0,0,1,0,3,0,0,10,2,1,10,7,0,8
528,32,1,1,291,2,7,1,5,0,528,1,1,20,2,1,7,2,1,899,1251,3,0,1,3,0,0,0,1,18,4,2,4,3,1,3
529,20,0,2,462,1,0,3,1,0,529,1,0,3,3,1,0,3,2,951,995,0,0,0,2,0,2,0,0,10,4,1,9,7,1,8
530,9,0,2,325,1,0,1,1,0,530,2,0,38,2,2,4,0,1,938,233,1,0,0,0,0,3,0,0,9,3,2,9,7,0,7
531,14,0,2,578,1,2,1,1,0,531,2,0,9,2,2,5,3,2,1138,994,3,0,0,4,0,3,0,0,10,6,2,7,7,7,7
532,29,0,2,390,2,13,3,2,0,532,3,1,12,2,1,7,0,2,656,565,2,0,0,1,0,3,0,0,20,2,2,7,7,1,7
533,22,0,1,301,2,4,3,1,0,533,3,1,18,1,2,7,0,1,1101,1267,5,0,1,10,1,2,0,1,20,2,2,18,13,1,12
534,35,0,2,548,1,6,2,1,0,534,2,1,29,3,3,5,2,1,1216,662,3,0,0,8,0,2,0,0,32,3,2,5,1,1,3
535,23,0,2,199,0,9,3,0,0,535,1,1,43,1,4,3,3,0,1306,395,3,0,0,4,0,1,0,3,23,2,1,21,6,12,6
536,42,0,2,671,2,15,3,2,0,536,0,1,54,2,1,7,0,2,733,574,8,0,0,3,0,3,0,0,10,1,2,2,2,2,2
537,9,0,1,122,1,9,1,1,0,537,3,1,2,2,2,4,0,0,1009,151,1,0,0,10,1,2,0,2,9,4,1,9,7,1,7
538,23,0,2,137,0,0,2,0,0,538,3,1,29,1,4,3,2,1,1310,1004,1,0,0,1,0,1,0,1,22,3,2,22,7,2,10
539,32,0,2,138,2,7,3,2,0,539,3,1,24,2,0,8,1,1,452,466,7,0,0,4,0,3,0,1,4,2,2,2,2,2,2
540,10,1,2,355,1,0,1,1,0,540,0,0,37,0,0,6,1,2,97,100,7,0,1,2,0,3,0,0,10,4,2,7,7,3,7
541,18,0,0,199,1,7,2,1,0,541,0,0,33,3,2,5,0,1,1146,1056,9,0,0,3,0,0,0,1,10,2,2,8,7,0,5
542,20,0,2,47,1,0,2,1,0,542,2,0,51,2,2,4,2,2,964,764,4,0,1,3,0,3,0,0,10,4,3,1,0,0,0
543,26,0,0,177,1,23,2,3,0,543,0,1,19,0,0,2,2,2,435,2,2,0,0,3,0,2,0,0,9,5,2,5,2,1,4
544,29,0,1,79,2,2,2,3,0,544,3,0,19,2,3,7,2,0,1203,481,9,0,1,1,0,3,0,2,28,2,1,22,2,11,13
545,12,0,2,251,2,26,4,2,0,545,2,1,69,2,1,7,3,0,712,1344,7,0,0,12,1,3,0,1,10,2,1,8,7,7,7
546,11,0,2,823,2,9,2,1,0,546,2,1,69,2,0,8,2,2,227,33,1,0,0,0,0,2,0,0,1,6,2,1,0,0,0
547,24,1,1,525,1,18,2,3,0,547,2,1,27,3,0,6,2,0,266,1059,6,0,1,1,0,3,0,0,7,2,2,2,2,2,2
548,25,0,1,431,2,14,2,1,0,548,3,1,17,1,1,7,3,1,901,1262,3,0,0,7,0,2,0,1,7,5,2,2,2,2,2
549,16,0,2,548,1,7,1,3,0,549,1,0,66,2,1,0,2,2,821,313,3,0,0,0,0,3,0,0,10,2,2,5,1,4,3
550,5,0,2,352,1,8,0,3,0,550,1,1,7,2,0,2,0,1,189,131,1,0,0,3,0,3,0,1,5,2,3,4,3,0,2
551,21,0,2,27,0,2,2,0,0,551,2,0,14,3,1,1,1,1,851,957,9,0,0,4,0,2,0,1,12,3,0,8,3,3,6
552,38,0,2,466,1,8,2,3,0,552,2,1,51,2,3,0,3,1,1137,1061,7,0,0,0,0,2,0,0,30,1,1,10,7,1,1
553,22,0,2,448,1,1,0,3,0,553,3,0,56,1,0,6,3,2,145,1214,0,0,1,9,1,3,0,0,5,2,1,4,2,2,3
554,9,0,2,551,1,6,2,3,0,554,3,0,25,1,1,0,0,2,902,1246,8,0,0,8,0,0,0,0,9,2,0,7,6,0,7
555,11,0,2,615,2,9,2,2,0,555,3,1,53,2,0,8,1,0,122,919,1,0,0,3,0,3,0,2,2,2,2,2,2,2,2
556,35,0,2,158,1,5,2,1,0,556,3,1,56,2,1,2,3,2,179,522,2,0,0,6,0,3,0,0,19,4,2,2,2,2,2
557,17,0,0,704,1,1,3,1,0,557,3,0,31,2,1,0,0,0,677,150,2,0,0,0,0,0,0,1,16,2,3,1,0,0,0
558,14,0,1,202,1,23,3,1,0,558,0,1,50,2,1,2,3,1,713,1106,1,0,0,4,0,3,0,2,10,2,2,10,8,4,7
559,20,0,2,109,1,1,4,3,0,559,3,1,62,2,0,6,2,1,342,1068,6,0,1,2,0,1,0,1,6,0,0,1,0,0,1
560,16,0,2,46,1,7,4,1,0,560,1,0,2,2,1,4,0,0,680,117,3,0,0,3,0,2,0,1,7,3,2,0,0,0,0
561,34,0,2,332,2,2,3,2,0,561,2,1,1,1,3,3,0,1,1249,474,1,0,0,0,0,0,0,0,34,3,3,33,6,1,16
562,15,1,2,265,1,0,3,4,0,562,3,1,33,2,0,6,3,2,243,179,1,0,1,2,0,2,0,0,10,2,1,10,9,7,8
